수량,중량,평균가,yyyy,mm,dd,산지_서천,산지_완도,산지_충무,산지_통영,산지_흑산도
389,1.0,12300,2018,7,6,0,0,0,1,0
374,1.0,10300,2018,7,7,0,0,0,1,0
415,1.0,11800,2018,7,9,0,0,0,1,0
159,1.0,13100,2018,7,11,0,0,0,1,0
342,1.0,12300,2018,7,12,0,0,0,1,0
199,1.0,13000,2018,7,13,0,0,0,1,0
136,1.0,8000,2018,7,14,0,0,0,1,0
350,1.0,10600,2018,7,16,0,0,0,1,0
164,1.0,12600,2018,7,18,0,0,0,1,0
399,1.0,12800,2018,7,19,0,0,0,1,0
135,1.0,6300,2018,7,20,0,0,0,1,0
347,1.0,12700,2018,7,21,0,0,0,1,0
164,1.0,11900,2018,7,23,0,0,0,1,0
162,1.0,12700,2018,7,24,0,0,0,1,0
652,1.0,10300,2018,7,26,0,0,0,1,0
1618,1.0,5100,2018,7,27,0,0,0,1,0
31,1.0,12100,2018,7,30,0,0,0,1,0
659,1.0,6000,2018,7,31,0,0,0,1,0
358,1.0,11400,2018,8,2,0,0,0,1,0
44,1.0,9400,2018,8,3,0,0,0,1,0
30,1.0,9700,2018,8,4,0,0,0,1,0
201,1.0,13600,2018,8,7,0,0,0,1,0
208,1.0,6400,2018,8,9,0,0,0,1,0
181,1.0,11800,2018,8,10,0,0,0,1,0
211,1.0,6800,2018,8,11,0,0,0,1,0
35,1.0,4000,2018,8,16,0,0,0,1,0
35,1.0,17000,2018,8,18,0,0,0,1,0
54,1.0,9500,2018,8,20,0,0,0,1,0
22,1.0,6500,2018,8,21,0,0,0,1,0
46,1.0,9500,2018,8,22,0,0,0,1,0
61,1.0,9900,2018,8,23,0,0,0,1,0
59,1.0,9800,2018,8,28,0,0,0,1,0
215,1.0,14300,2018,8,29,0,0,0,1,0
544,1.0,11100,2018,8,30,0,0,0,1,0
256,1.0,8000,2018,8,31,0,0,0,1,0
226,1.0,10900,2018,9,1,0,0,0,1,0
372,1.0,8100,2018,9,3,0,0,0,1,0
19,1.0,12100,2018,9,6,0,0,0,1,0
43,1.0,13400,2018,9,7,0,0,0,1,0
7,1.0,14000,2018,9,11,0,0,0,1,0
6,1.0,14000,2018,9,12,0,0,0,1,0
213,1.0,10300,2018,9,18,0,0,0,1,0
255,1.0,10300,2018,9,19,0,0,0,1,0
80,1.0,11900,2018,9,20,0,0,0,1,0
279,1.0,9500,2018,9,21,0,0,0,1,0
9,1.0,24100,2018,9,22,0,0,0,1,0
122,1.0,9900,2018,9,23,0,0,0,1,0
119,1.0,15100,2018,9,27,0,0,0,1,0
38,1.0,12900,2018,9,28,0,0,0,1,0
290,1.0,10100,2018,9,29,0,0,0,1,0
46,1.0,10700,2018,10,1,0,0,0,1,0
57,1.0,12500,2018,10,6,0,0,0,1,0
105,1.0,10500,2018,10,9,0,0,0,1,0
146,1.0,11100,2018,10,15,0,0,0,1,0
3,1.0,30000,2018,10,18,0,0,0,1,0
141,1.0,7000,2018,10,19,0,0,0,1,0
36,1.0,8100,2018,10,23,0,0,0,1,0
69,1.0,7900,2018,10,24,0,0,0,1,0
19,1.0,11600,2018,10,25,0,0,0,1,0
162,1.0,10800,2018,10,31,0,0,0,1,0
52,1.0,28000,2018,11,1,0,0,0,1,0
33,1.0,7700,2018,11,9,0,0,0,1,0
115,1.0,10500,2018,11,10,0,0,0,1,0
37,1.0,9300,2018,11,12,0,0,0,1,0
15,1.0,14000,2018,11,13,0,0,0,1,0
235,1.0,10300,2018,11,15,0,0,0,1,0
18,1.0,13300,2018,11,16,0,0,0,1,0
193,1.0,10100,2018,11,17,0,0,0,1,0
1018,1.0,11900,2018,11,23,0,0,0,1,0
24,1.0,8200,2018,11,27,0,0,0,1,0
2,1.0,10000,2018,11,29,0,0,0,1,0
14,1.0,10000,2018,11,30,0,0,0,1,0
7,1.0,34400,2018,12,4,0,0,0,1,0
211,1.0,16700,2018,12,6,0,0,0,1,0
576,1.0,10900,2018,12,7,0,0,0,1,0
8,1.0,12000,2018,12,10,0,0,0,1,0
2,1.0,9000,2018,12,11,0,0,0,1,0
178,1.0,16300,2018,12,12,0,0,0,1,0
17,1.0,8000,2018,12,13,0,0,0,1,0
657,1.0,13100,2018,12,14,0,0,0,1,0
394,1.0,10500,2018,12,17,0,0,0,1,0
18,1.0,8500,2018,12,18,0,0,0,1,0
277,1.0,9100,2018,12,20,0,0,0,1,0
148,1.0,8600,2018,12,21,0,0,0,1,0
206,1.0,12000,2018,12,22,0,0,0,1,0
196,1.0,13800,2018,12,24,0,0,0,1,0
233,1.0,14800,2018,12,26,0,0,0,1,0
313,1.0,13400,2018,12,28,0,0,0,1,0
216,1.0,15200,2018,12,29,0,0,0,1,0
193,1.0,17800,2018,12,31,0,0,0,1,0
81,1.0,12700,2019,1,2,0,0,0,1,0
229,1.0,13100,2019,1,3,0,0,0,1,0
70,1.0,11000,2019,1,4,0,0,0,1,0
269,1.0,9200,2019,1,5,0,0,0,1,0
192,1.0,8900,2019,1,7,0,0,0,1,0
27,1.0,8000,2019,1,8,0,0,0,1,0
80,1.0,8300,2019,1,10,0,0,0,1,0
166,1.0,14000,2019,1,11,0,0,0,1,0
228,1.0,13700,2019,1,12,0,0,0,1,0
50,1.0,10000,2019,1,15,0,0,0,1,0
68,1.0,11100,2019,1,16,0,0,0,1,0
54,1.0,10300,2019,1,17,0,0,0,1,0
326,1.0,13400,2019,1,18,0,0,0,1,0
264,1.0,13900,2019,1,19,0,0,0,1,0
197,1.0,16100,2019,1,24,0,0,0,1,0
165,1.0,16800,2019,1,25,0,0,0,1,0
166,1.0,16500,2019,1,26,0,0,0,1,0
180,1.0,9900,2019,1,28,0,0,0,1,0
138,1.0,16100,2019,1,29,0,0,0,1,0
191,1.0,9800,2019,1,30,0,0,0,1,0
180,1.0,16400,2019,1,31,0,0,0,1,0
342,1.0,11400,2019,2,1,0,0,0,1,0
541,1.0,8100,2019,2,2,0,0,0,1,0
1010,1.0,11000,2019,2,4,0,0,0,1,0
402,1.0,12700,2019,2,8,0,0,0,1,0
172,1.0,9500,2019,2,9,0,0,0,1,0
149,1.0,9700,2019,2,11,0,0,0,1,0
159,1.0,11100,2019,2,12,0,0,0,1,0
314,1.0,10200,2019,2,13,0,0,0,1,0
716,1.0,7200,2019,2,14,0,0,0,1,0
235,1.0,7200,2019,2,15,0,0,0,1,0
606,1.0,6600,2019,2,16,0,0,0,1,0
190,1.0,10800,2019,2,18,0,0,0,1,0
486,1.0,6900,2019,2,20,0,0,0,1,0
22,1.0,17100,2019,2,21,0,0,0,1,0
299,1.0,11000,2019,2,22,0,0,0,1,0
16,1.0,15500,2019,2,23,0,0,0,1,0
243,1.0,12300,2019,2,25,0,0,0,1,0
158,1.0,7000,2019,2,26,0,0,0,1,0
165,1.0,11600,2019,2,27,0,0,0,1,0
168,1.0,10700,2019,3,1,0,0,0,1,0
228,1.0,9100,2019,3,2,0,0,0,1,0
356,1.0,6400,2019,3,4,0,0,0,1,0
795,1.0,6600,2019,3,7,0,0,0,1,0
548,1.0,5300,2019,3,8,0,0,0,1,0
170,1.0,6000,2019,3,9,0,0,0,1,0
38,1.0,7200,2019,3,11,0,0,0,1,0
264,1.0,8000,2019,3,13,0,0,0,1,0
418,1.0,10000,2019,3,15,0,0,0,1,0
994,1.0,7500,2019,3,16,0,0,0,1,0
216,1.0,12300,2019,3,18,0,0,0,1,0
21,1.0,12300,2019,3,19,0,0,0,1,0
206,1.0,7500,2019,3,20,0,0,0,1,0
20,1.0,12200,2019,3,21,0,0,0,1,0
674,1.0,9800,2019,3,22,0,0,0,1,0
922,1.0,7500,2019,3,23,0,0,0,1,0
214,1.0,8100,2019,3,25,0,0,0,1,0
538,1.0,7500,2019,3,26,0,0,0,1,0
462,1.0,6000,2019,3,27,0,0,0,1,0
1090,1.0,8100,2019,3,28,0,0,0,1,0
60,1.0,12800,2019,3,29,0,0,0,1,0
630,1.0,7700,2019,3,30,0,0,0,1,0
198,1.0,8500,2019,4,1,0,0,0,1,0
286,1.0,6700,2019,4,2,0,0,0,1,0
419,1.0,7500,2019,4,3,0,0,0,1,0
93,1.0,6700,2019,4,4,0,0,0,1,0
146,1.0,7500,2019,4,5,0,0,0,1,0
4,1.0,16900,2019,4,6,0,0,0,1,0
293,1.0,7500,2019,4,8,0,0,0,1,0
237,1.0,6400,2019,4,9,0,0,0,1,0
338,1.0,9400,2019,4,10,0,0,0,1,0
148,1.0,8700,2019,4,11,0,0,0,1,0
715,1.0,7100,2019,4,12,0,0,0,1,0
431,1.0,9200,2019,4,13,0,0,0,1,0
397,1.0,7000,2019,4,15,0,0,0,1,0
180,1.0,5900,2019,4,16,0,0,0,1,0
497,1.0,6200,2019,4,17,0,0,0,1,0
774,1.0,6800,2019,4,18,0,0,0,1,0
428,1.0,7200,2019,4,19,0,0,0,1,0
272,1.0,10300,2019,4,20,0,0,0,1,0
191,1.0,11500,2019,4,22,0,0,0,1,0
43,1.0,6200,2019,4,24,0,0,0,1,0
132,1.0,7200,2019,4,25,0,0,0,1,0
607,1.0,7200,2019,4,26,0,0,0,1,0
588,1.0,7800,2019,4,27,0,0,0,1,0
216,1.0,5200,2019,4,29,0,0,0,1,0
221,1.0,5600,2019,5,1,0,0,0,1,0
470,1.0,7800,2019,5,2,0,0,0,1,0
231,1.0,4600,2019,5,3,0,0,0,1,0
965,1.0,8100,2019,5,4,0,0,0,1,0
810,1.0,8800,2019,5,6,0,0,0,1,0
265,1.0,5900,2019,5,7,0,0,0,1,0
386,1.0,6800,2019,5,8,0,0,0,1,0
327,1.0,8100,2019,5,9,0,0,0,1,0
356,1.0,5700,2019,5,10,0,0,0,1,0
454,1.0,5800,2019,5,11,0,0,0,1,0
322,1.0,4600,2019,5,13,0,0,0,1,0
312,1.0,6700,2019,5,16,0,0,0,1,0
67,1.0,9800,2019,5,18,0,0,0,1,0
390,1.0,7600,2019,5,20,0,0,0,1,0
170,1.0,12800,2019,5,24,0,0,0,1,0
791,1.0,6900,2019,5,25,0,0,0,1,0
185,1.0,7700,2019,5,27,0,0,0,1,0
410,1.0,6800,2019,5,28,0,0,0,1,0
138,1.0,6800,2019,5,29,0,0,0,1,0
317,1.0,4700,2019,5,30,0,0,0,1,0
185,1.0,8900,2019,6,1,0,0,0,1,0
160,1.0,12600,2019,6,3,0,0,0,1,0
381,1.0,5800,2019,6,4,0,0,0,1,0
522,1.0,8200,2019,6,6,0,0,0,1,0
440,1.0,7000,2019,6,7,0,0,0,1,0
132,1.0,9700,2019,6,8,0,0,0,1,0
142,1.0,8000,2019,6,10,0,0,0,1,0
22,1.0,10300,2019,6,11,0,0,0,1,0
349,1.0,7600,2019,6,12,0,0,0,1,0
168,1.0,7000,2019,6,13,0,0,0,1,0
836,1.0,7500,2019,6,15,0,0,0,1,0
556,1.0,8600,2019,6,17,0,0,0,1,0
384,1.0,9100,2019,6,19,0,0,0,1,0
387,1.0,8900,2019,6,20,0,0,0,1,0
220,1.0,8500,2019,6,21,0,0,0,1,0
713,1.0,9300,2019,6,22,0,0,0,1,0
258,1.0,7200,2019,6,25,0,0,0,1,0
346,1.0,8700,2019,6,26,0,0,0,1,0
772,1.0,8400,2019,6,27,0,0,0,1,0
273,1.0,7800,2019,6,29,0,0,0,1,0
222,1.0,7800,2019,7,1,0,0,0,1,0
378,1.0,8800,2019,7,2,0,0,0,1,0
384,1.0,7800,2019,7,4,0,0,0,1,0
432,1.0,7400,2019,7,5,0,0,0,1,0
85,1.0,8500,2019,7,6,0,0,0,1,0
155,1.0,6000,2019,7,8,0,0,0,1,0
456,1.0,6300,2019,7,9,0,0,0,1,0
227,1.0,6600,2019,7,10,0,0,0,1,0
27,1.0,11400,2019,7,12,0,0,0,1,0
492,1.0,5500,2019,7,15,0,0,0,1,0
439,1.0,4900,2019,7,17,0,0,0,1,0
83,1.0,7300,2019,7,18,0,0,0,1,0
146,1.0,12700,2019,7,19,0,0,0,1,0
269,1.0,7300,2019,7,20,0,0,0,1,0
150,1.0,7700,2019,7,22,0,0,0,1,0
328,1.0,7900,2019,7,23,0,0,0,1,0
156,1.0,8000,2019,7,24,0,0,0,1,0
190,1.0,7500,2019,7,25,0,0,0,1,0
380,1.0,10400,2019,7,26,0,0,0,1,0
41,1.0,14100,2019,7,29,0,0,0,1,0
382,1.0,6200,2019,7,30,0,0,0,1,0
213,1.0,8800,2019,7,31,0,0,0,1,0
346,1.0,11100,2019,8,2,0,0,0,1,0
198,1.0,8800,2019,8,5,0,0,0,1,0
94,1.0,11400,2019,8,6,0,0,0,1,0
228,1.0,7800,2019,8,8,0,0,0,1,0
189,1.0,7400,2019,8,9,0,0,0,1,0
157,1.0,4200,2019,8,13,0,0,0,1,0
13,1.0,11500,2019,8,14,0,0,0,1,0
182,1.0,7700,2019,8,15,0,0,0,1,0
170,1.0,7900,2019,8,19,0,0,0,1,0
225,1.0,8800,2019,8,22,0,0,0,1,0
219,1.0,9000,2019,8,23,0,0,0,1,0
188,1.0,8500,2019,8,24,0,0,0,1,0
82,1.0,10500,2019,8,26,0,0,0,1,0
374,1.0,7700,2019,8,27,0,0,0,1,0
17,1.0,9500,2019,8,28,0,0,0,1,0
213,1.0,8500,2019,8,29,0,0,0,1,0
36,1.0,8800,2019,8,30,0,0,0,1,0
109,1.0,11200,2019,8,31,0,0,0,1,0
479,1.0,5200,2019,9,2,0,0,0,1,0
102,1.0,7200,2019,9,3,0,0,0,1,0
167,1.0,5500,2019,9,6,0,0,0,1,0
86,1.0,15100,2019,9,9,0,0,0,1,0
150,1.0,15100,2019,9,10,0,0,0,1,0
545,1.0,9600,2019,9,12,0,0,0,1,0
114,1.0,15900,2019,9,16,0,0,0,1,0
36,1.0,16400,2019,9,17,0,0,0,1,0
97,1.0,13800,2019,9,19,0,0,0,1,0
259,1.0,10900,2019,9,20,0,0,0,1,0
222,1.0,9700,2019,9,21,0,0,0,1,0
253,1.0,7000,2019,9,24,0,0,0,1,0
59,1.0,8400,2019,9,25,0,0,0,1,0
101,1.0,13400,2019,9,27,0,0,0,1,0
388,1.0,13100,2019,10,3,0,0,0,1,0
178,1.0,13400,2019,10,4,0,0,0,1,0
201,1.0,14400,2019,10,5,0,0,0,1,0
472,1.0,10400,2019,10,7,0,0,0,1,0
84,1.0,10000,2019,10,10,0,0,0,1,0
109,1.0,11200,2019,10,11,0,0,0,1,0
289,1.0,11500,2019,10,12,0,0,0,1,0
195,1.0,9700,2019,10,14,0,0,0,1,0
101,1.0,8100,2019,10,15,0,0,0,1,0
213,1.0,8100,2019,10,17,0,0,0,1,0
92,1.0,7800,2019,10,18,0,0,0,1,0
97,1.0,8800,2019,10,19,0,0,0,1,0
388,1.0,9000,2019,10,21,0,0,0,1,0
160,1.0,13300,2019,10,23,0,0,0,1,0
102,1.0,8300,2019,10,25,0,0,0,1,0
1287,1.0,8300,2019,10,26,0,0,0,1,0
494,1.0,7200,2019,10,28,0,0,0,1,0
480,1.0,7800,2019,10,29,0,0,0,1,0
342,1.0,9200,2019,10,30,0,0,0,1,0
326,1.0,5900,2019,10,31,0,0,0,1,0
168,1.0,8600,2019,11,1,0,0,0,1,0
443,1.0,11100,2019,11,8,0,0,0,1,0
301,1.0,11700,2019,11,9,0,0,0,1,0
215,1.0,10900,2019,11,13,0,0,0,1,0
218,1.0,11300,2019,11,14,0,0,0,1,0
134,1.0,10700,2019,11,15,0,0,0,1,0
211,1.0,11300,2019,11,16,0,0,0,1,0
192,1.0,11100,2019,11,18,0,0,0,1,0
214,1.0,9500,2019,11,19,0,0,0,1,0
215,1.0,9200,2019,11,20,0,0,0,1,0
397,1.0,9100,2019,11,22,0,0,0,1,0
216,1.0,7600,2019,11,23,0,0,0,1,0
395,1.0,8900,2019,11,25,0,0,0,1,0
179,1.0,8100,2019,11,26,0,0,0,1,0
94,1.0,7700,2019,11,28,0,0,0,1,0
335,1.0,10500,2019,11,29,0,0,0,1,0
123,1.0,6500,2019,11,30,0,0,0,1,0
176,1.0,11300,2019,12,2,0,0,0,1,0
207,1.0,5400,2019,12,3,0,0,0,1,0
556,1.0,8100,2019,12,4,0,0,0,1,0
137,1.0,9000,2019,12,6,0,0,0,1,0
670,1.0,8900,2019,12,7,0,0,0,1,0
771,1.0,7900,2019,12,10,0,0,0,1,0
148,1.0,13000,2019,12,11,0,0,0,1,0
860,1.0,6900,2019,12,12,0,0,0,1,0
209,1.0,6300,2019,12,14,0,0,0,1,0
196,1.0,9900,2019,12,19,0,0,0,1,0
2,1.0,20000,2019,12,21,0,0,0,1,0
637,1.0,9900,2019,12,23,0,0,0,1,0
208,1.0,10200,2019,12,27,0,0,0,1,0
433,1.0,14100,2019,12,28,0,0,0,1,0
442,1.0,10200,2019,12,30,0,0,0,1,0
1303,1.0,10600,2019,12,31,0,0,0,1,0
536,1.0,9400,2020,1,2,0,0,0,1,0
77,1.0,9500,2020,1,3,0,0,0,1,0
536,1.0,8600,2020,1,4,0,0,0,1,0
211,1.0,8400,2020,1,7,0,0,0,1,0
20,1.0,5700,2020,1,8,0,0,0,1,0
218,1.0,8100,2020,1,9,0,0,0,1,0
405,1.0,8200,2020,1,10,0,0,0,1,0
573,1.0,8900,2020,1,11,0,0,0,1,0
213,1.0,11100,2020,1,13,0,0,0,1,0
284,1.0,9600,2020,1,14,0,0,0,1,0
212,1.0,8200,2020,1,15,0,0,0,1,0
378,1.0,8300,2020,1,16,0,0,0,1,0
394,1.0,9200,2020,1,17,0,0,0,1,0
410,1.0,9800,2020,1,18,0,0,0,1,0
612,1.0,8600,2020,1,20,0,0,0,1,0
544,1.0,8200,2020,1,21,0,0,0,1,0
187,1.0,12100,2020,1,22,0,0,0,1,0
557,1.0,11900,2020,1,24,0,0,0,1,0
610,1.0,10300,2020,1,28,0,0,0,1,0
176,1.0,10800,2020,1,31,0,0,0,1,0
200,1.0,12700,2020,2,1,0,0,0,1,0
245,1.0,8500,2020,2,7,0,0,0,1,0
179,1.0,11900,2020,2,8,0,0,0,1,0
616,1.0,7700,2020,2,10,0,0,0,1,0
450,1.0,6600,2020,2,12,0,0,0,1,0
230,1.0,8800,2020,2,13,0,0,0,1,0
230,1.0,11100,2020,2,14,0,0,0,1,0
961,1.0,9000,2020,2,15,0,0,0,1,0
271,1.0,8500,2020,2,17,0,0,0,1,0
273,1.0,7700,2020,2,18,0,0,0,1,0
258,1.0,8300,2020,2,19,0,0,0,1,0
223,1.0,6800,2020,2,20,0,0,0,1,0
447,1.0,6100,2020,2,21,0,0,0,1,0
98,1.0,9700,2020,2,22,0,0,0,1,0
209,1.0,7800,2020,2,24,0,0,0,1,0
66,1.0,6000,2020,2,25,0,0,0,1,0
66,1.0,5700,2020,2,27,0,0,0,1,0
8,1.0,8000,2020,2,28,0,0,0,1,0
24,1.0,10200,2020,2,29,0,0,0,1,0
16,1.0,10900,2020,3,2,0,0,0,1,0
16,1.0,11500,2020,3,3,0,0,0,1,0
16,1.0,11500,2020,3,4,0,0,0,1,0
8,1.0,12000,2020,3,5,0,0,0,1,0
361,1.0,9700,2020,3,7,0,0,0,1,0
368,1.0,10100,2020,3,10,0,0,0,1,0
241,1.0,7400,2020,3,11,0,0,0,1,0
36,1.0,11100,2020,3,12,0,0,0,1,0
344,1.0,8600,2020,3,13,0,0,0,1,0
13,1.0,11000,2020,3,14,0,0,0,1,0
188,1.0,8300,2020,3,16,0,0,0,1,0
202,1.0,8400,2020,3,17,0,0,0,1,0
429,1.0,7400,2020,3,18,0,0,0,1,0
234,1.0,7100,2020,3,19,0,0,0,1,0
62,1.0,10000,2020,3,20,0,0,0,1,0
409,1.0,8800,2020,3,21,0,0,0,1,0
192,1.0,7900,2020,3,23,0,0,0,1,0
374,1.0,6300,2020,3,24,0,0,0,1,0
234,1.0,8800,2020,3,25,0,0,0,1,0
377,1.0,8400,2020,3,26,0,0,0,1,0
441,1.0,6900,2020,3,27,0,0,0,1,0
224,1.0,9900,2020,3,28,0,0,0,1,0
188,1.0,8600,2020,3,30,0,0,0,1,0
285,1.0,8500,2020,3,31,0,0,0,1,0
228,1.0,7700,2020,4,1,0,0,0,1,0
445,1.0,8800,2020,4,2,0,0,0,1,0
413,1.0,8500,2020,4,3,0,0,0,1,0
535,1.0,9000,2020,4,4,0,0,0,1,0
194,1.0,7900,2020,4,6,0,0,0,1,0
361,1.0,8700,2020,4,7,0,0,0,1,0
205,1.0,7900,2020,4,8,0,0,0,1,0
139,1.0,7400,2020,4,9,0,0,0,1,0
113,1.0,8400,2020,4,10,0,0,0,1,0
28,1.0,9000,2020,4,11,0,0,0,1,0
248,1.0,11100,2020,4,13,0,0,0,1,0
396,1.0,10300,2020,4,14,0,0,0,1,0
21,1.0,7500,2020,4,15,0,0,0,1,0
163,1.0,7900,2020,4,16,0,0,0,1,0
236,1.0,11400,2020,4,17,0,0,0,1,0
408,1.0,11800,2020,4,18,0,0,0,1,0
168,1.0,6800,2020,4,20,0,0,0,1,0
399,1.0,9600,2020,4,21,0,0,0,1,0
80,1.0,9900,2020,4,22,0,0,0,1,0
276,1.0,8200,2020,4,23,0,0,0,1,0
404,1.0,10300,2020,4,24,0,0,0,1,0
389,1.0,13200,2020,4,25,0,0,0,1,0
714,1.0,7400,2020,4,27,0,0,0,1,0
71,1.0,7700,2020,4,28,0,0,0,1,0
185,1.0,14300,2020,4,29,0,0,0,1,0
244,1.0,11100,2020,4,30,0,0,0,1,0
311,1.0,12000,2020,5,1,0,0,0,1,0
580,1.0,11300,2020,5,2,0,0,0,1,0
528,1.0,9800,2020,5,4,0,0,0,1,0
318,1.0,10800,2020,5,5,0,0,0,1,0
197,1.0,10000,2020,5,6,0,0,0,1,0
110,1.0,10400,2020,5,7,0,0,0,1,0
529,1.0,10600,2020,5,8,0,0,0,1,0
61,1.0,10700,2020,5,9,0,0,0,1,0
84,1.0,5600,2020,5,11,0,0,0,1,0
62,1.0,7000,2020,5,12,0,0,0,1,0
60,1.0,11500,2020,5,13,0,0,0,1,0
14,1.0,11200,2020,5,14,0,0,0,1,0
167,1.0,13300,2020,5,15,0,0,0,1,0
331,1.0,11700,2020,5,16,0,0,0,1,0
237,1.0,8600,2020,5,18,0,0,0,1,0
28,1.0,6600,2020,5,19,0,0,0,1,0
307,1.0,12200,2020,5,20,0,0,0,1,0
163,1.0,14000,2020,5,21,0,0,0,1,0
168,1.0,14300,2020,5,22,0,0,0,1,0
228,1.0,13300,2020,5,23,0,0,0,1,0
601,1.0,9200,2020,5,25,0,0,0,1,0
20,1.0,8700,2020,5,26,0,0,0,1,0
185,1.0,14200,2020,5,27,0,0,0,1,0
42,1.0,11600,2020,5,28,0,0,0,1,0
262,1.0,12700,2020,5,29,0,0,0,1,0
249,1.0,12300,2020,5,30,0,0,0,1,0
263,1.0,11100,2020,6,1,0,0,0,1,0
