수량,중량,평균가,yyyy,mm,dd,산지_노르웨이,산지_러시아
491,1.0,49800,2019,2,19,0,1
529,1.0,49900,2019,2,20,0,1
505,1.0,54500,2019,2,21,0,1
1648,1.0,54900,2019,2,22,0,1
1189,1.0,54600,2019,2,23,0,1
476,1.0,56100,2019,2,25,0,1
1167,1.0,56100,2019,2,26,0,1
972,1.0,48800,2019,2,27,0,1
619,1.0,50800,2019,2,28,0,1
1276,1.0,55900,2019,3,1,0,1
1152,1.0,61700,2019,3,2,0,1
233,1.0,20000,2019,3,4,0,1
293,1.0,54500,2019,3,5,0,1
101,1.0,72800,2019,3,6,0,1
166,1.0,67500,2019,3,7,0,1
437,1.0,66900,2019,3,8,0,1
865,1.0,76900,2019,3,9,0,1
317,1.0,73200,2019,3,11,0,1
272,1.0,68200,2019,3,12,0,1
172,1.0,83200,2019,3,13,0,1
269,1.0,83800,2019,3,14,0,1
395,1.0,84100,2019,3,15,0,1
357,1.0,87500,2019,3,16,0,1
87,1.0,72500,2019,3,18,0,1
39,1.0,42500,2019,3,19,0,1
3,1.0,45000,2019,3,20,0,1
2313,1.0,68500,2019,3,23,0,1
1143,1.0,54400,2019,3,25,0,1
647,1.0,50300,2019,3,26,0,1
343,1.0,35400,2019,3,27,0,1
247,1.0,49800,2019,3,28,0,1
163,1.0,48400,2019,3,29,0,1
773,1.0,69000,2019,3,30,0,1
186,1.0,76900,2019,4,1,0,1
779,1.0,68700,2019,4,2,0,1
378,1.0,72100,2019,4,3,0,1
616,1.0,64100,2019,4,4,0,1
642,1.0,71800,2019,4,5,0,1
691,1.0,54700,2019,4,6,0,1
54,1.0,71800,2019,4,8,0,1
119,1.0,76500,2019,4,9,0,1
243,1.0,75400,2019,4,11,0,1
182,1.0,76300,2019,4,12,0,1
1084,1.0,78100,2019,4,13,0,1
460,1.0,73700,2019,4,15,0,1
249,1.0,73100,2019,4,16,0,1
760,1.0,67900,2019,4,17,0,1
178,1.0,64200,2019,4,18,0,1
2164,1.0,50100,2019,4,19,0,1
776,1.0,43700,2019,4,20,0,1
98,1.0,21700,2019,4,22,0,1
1636,1.0,33800,2019,4,23,0,1
240,1.0,54400,2019,4,24,0,1
324,1.0,47800,2019,4,25,0,1
927,1.0,46300,2019,4,26,0,1
1707,1.0,51300,2019,4,27,0,1
578,1.0,37000,2019,4,29,0,1
600,1.0,58400,2019,4,30,0,1
281,1.0,55200,2019,5,1,0,1
359,1.0,54200,2019,5,2,0,1
1125,1.0,58600,2019,5,3,0,1
1404,1.0,57200,2019,5,4,0,1
535,1.0,66800,2019,5,6,0,1
1333,1.0,58800,2019,5,7,0,1
3598,1.0,25200,2019,5,8,0,1
629,1.0,23100,2019,5,9,0,1
1507,1.0,20200,2019,5,10,0,1
890,1.0,45100,2019,5,11,0,1
658,1.0,26000,2019,5,13,0,1
340,1.0,54600,2019,5,14,0,1
559,1.0,30100,2019,5,15,0,1
1152,1.0,30600,2019,5,16,0,1
427,1.0,45300,2019,5,17,0,1
1330,1.0,37600,2019,5,18,0,1
997,1.0,43800,2019,5,20,0,1
1036,1.0,27500,2019,5,21,0,1
1250,1.0,32800,2019,5,22,0,1
470,1.0,36300,2019,5,23,0,1
1548,1.0,36300,2019,5,24,0,1
1494,1.0,35800,2019,5,25,0,1
566,1.0,25500,2019,5,27,0,1
898,1.0,36300,2019,5,28,0,1
1107,1.0,33800,2019,5,29,0,1
1101,1.0,30600,2019,5,30,0,1
490,1.0,36200,2019,5,31,0,1
2239,1.0,36200,2019,6,1,0,1
247,1.0,44800,2019,6,3,0,1
860,1.0,40900,2019,6,4,0,1
1202,1.0,36600,2019,6,5,0,1
2369,1.0,36900,2019,6,6,0,1
2203,1.0,34500,2019,6,7,0,1
1988,1.0,32200,2019,6,8,0,1
1445,1.0,30300,2019,6,10,0,1
1161,1.0,30100,2019,6,11,0,1
960,1.0,26500,2019,6,12,0,1
366,1.0,38400,2019,6,13,0,1
1096,1.0,34200,2019,6,14,0,1
811,1.0,50900,2019,6,15,0,1
733,1.0,47800,2019,6,17,0,1
1415,1.0,48100,2019,6,18,0,1
735,1.0,47900,2019,6,19,0,1
682,1.0,44100,2019,6,20,0,1
498,1.0,52900,2019,6,21,0,1
623,1.0,60100,2019,6,22,0,1
9,1.0,35200,2019,6,24,0,1
21,1.0,63500,2019,6,25,0,1
834,1.0,62700,2019,6,27,0,1
3972,1.0,46300,2019,6,28,0,1
1545,1.0,43200,2019,6,29,0,1
218,1.0,46900,2019,7,1,0,1
725,1.0,38600,2019,7,2,0,1
572,1.0,44400,2019,7,3,0,1
682,1.0,42600,2019,7,4,0,1
1372,1.0,36500,2019,7,5,0,1
1611,1.0,37200,2019,7,6,0,1
717,1.0,42200,2019,7,8,0,1
801,1.0,25800,2019,7,9,0,1
414,1.0,40400,2019,7,10,0,1
298,1.0,54400,2019,7,11,0,1
1608,1.0,53100,2019,7,12,0,1
1281,1.0,41000,2019,7,13,0,1
866,1.0,36300,2019,7,15,0,1
268,1.0,26800,2019,7,16,0,1
1646,1.0,38600,2019,7,17,0,1
482,1.0,29300,2019,7,18,0,1
709,1.0,37500,2019,7,19,0,1
1539,1.0,45600,2019,7,20,0,1
361,1.0,26000,2019,7,22,0,1
336,1.0,26800,2019,7,23,0,1
394,1.0,67900,2019,7,24,0,1
887,1.0,53300,2019,7,25,0,1
1285,1.0,48200,2019,7,26,0,1
1578,1.0,45200,2019,7,30,0,1
778,1.0,41800,2019,7,31,0,1
381,1.0,38600,2019,8,1,0,1
1162,1.0,46200,2019,8,2,0,1
1610,1.0,41400,2019,8,3,0,1
958,1.0,45200,2019,8,5,0,1
1057,1.0,42700,2019,8,6,0,1
1449,1.0,35600,2019,8,7,0,1
460,1.0,50600,2019,8,8,0,1
892,1.0,42400,2019,8,9,0,1
1736,1.0,45600,2019,8,10,0,1
819,1.0,31200,2019,8,12,0,1
1059,1.0,44900,2019,8,13,0,1
808,1.0,51600,2019,8,14,0,1
878,1.0,45800,2019,8,15,0,1
65,1.0,32800,2019,8,16,0,1
1336,1.0,43000,2019,8,17,0,1
708,1.0,36300,2019,8,19,0,1
184,1.0,59300,2019,8,20,0,1
1233,1.0,39200,2019,8,21,0,1
418,1.0,17700,2019,8,22,0,1
639,1.0,41100,2019,8,23,0,1
1504,1.0,31700,2019,8,24,0,1
371,1.0,23000,2019,8,26,0,1
203,1.0,14800,2019,8,27,0,1
494,1.0,33600,2019,8,28,0,1
350,1.0,29700,2019,8,29,0,1
424,1.0,11200,2019,8,30,0,1
1218,1.0,11900,2019,8,31,0,1
1146,1.0,18000,2019,9,2,0,1
864,1.0,14000,2019,9,3,0,1
1351,1.0,18000,2019,9,4,0,1
1114,1.0,20600,2019,9,5,0,1
1169,1.0,21500,2019,9,6,0,1
921,1.0,23500,2019,9,7,0,1
580,1.0,16400,2019,9,9,0,1
791,1.0,12800,2019,9,10,0,1
4958,1.0,37300,2019,9,11,0,1
4674,1.0,36900,2019,9,12,0,1
1494,1.0,28300,2019,9,16,0,1
580,1.0,37100,2019,9,17,0,1
2398,1.0,29500,2019,9,18,0,1
1216,1.0,23700,2019,9,19,0,1
1634,1.0,22500,2019,9,20,0,1
2058,1.0,27700,2019,9,21,0,1
1243,1.0,32700,2019,9,23,0,1
2244,1.0,30700,2019,9,24,0,1
2516,1.0,31200,2019,9,25,0,1
3009,1.0,29300,2019,9,26,0,1
2837,1.0,26400,2019,9,27,0,1
1797,1.0,30500,2019,9,28,0,1
2135,1.0,34200,2019,9,30,0,1
3538,1.0,28800,2019,10,1,0,1
2349,1.0,27000,2019,10,2,0,1
2937,1.0,29000,2019,10,3,0,1
1404,1.0,40600,2019,10,4,0,1
3862,1.0,35200,2019,10,5,0,1
1437,1.0,38000,2019,10,7,0,1
1954,1.0,37500,2019,10,8,0,1
2099,1.0,41400,2019,10,9,0,1
3086,1.0,38000,2019,10,10,0,1
1182,1.0,33800,2019,10,11,0,1
1870,1.0,39800,2019,10,12,0,1
1230,1.0,38200,2019,10,14,0,1
1090,1.0,42400,2019,10,15,0,1
2617,1.0,38500,2019,10,16,0,1
791,1.0,34900,2019,10,17,0,1
1487,1.0,45800,2019,10,18,0,1
4244,1.0,43800,2019,10,19,0,1
2480,1.0,40300,2019,10,21,0,1
824,1.0,40300,2019,10,22,0,1
1338,1.0,48200,2019,10,23,0,1
1130,1.0,47200,2019,10,24,0,1
755,1.0,45900,2019,10,25,0,1
2156,1.0,51300,2019,10,26,0,1
2041,1.0,51000,2019,10,28,0,1
1783,1.0,47700,2019,10,29,0,1
1325,1.0,50000,2019,10,30,0,1
1591,1.0,41200,2019,10,31,0,1
1190,1.0,49700,2019,11,1,0,1
2771,1.0,47700,2019,11,2,0,1
1173,1.0,51500,2019,11,4,0,1
2092,1.0,51300,2019,11,5,0,1
3202,1.0,47600,2019,11,6,0,1
3143,1.0,34800,2019,11,7,0,1
1657,1.0,42000,2019,11,8,0,1
2770,1.0,36600,2019,11,9,0,1
2538,1.0,41200,2019,11,11,0,1
546,1.0,20800,2019,11,12,0,1
757,1.0,42100,2019,11,13,0,1
1506,1.0,44800,2019,11,14,0,1
3262,1.0,44500,2019,11,15,0,1
3831,1.0,43300,2019,11,16,0,1
1685,1.0,41800,2019,11,18,0,1
1208,1.0,41300,2019,11,19,0,1
2681,1.0,40500,2019,11,20,0,1
3094,1.0,36600,2019,11,21,0,1
2046,1.0,34000,2019,11,22,0,1
2737,1.0,38200,2019,11,23,0,1
1332,1.0,42100,2019,11,25,0,1
1189,1.0,39600,2019,11,26,0,1
2496,1.0,42000,2019,11,27,0,1
2282,1.0,42200,2019,11,28,0,1
2757,1.0,37800,2019,11,29,0,1
2158,1.0,44100,2019,11,30,0,1
1335,1.0,39200,2019,12,2,0,1
2000,1.0,43900,2019,12,3,0,1
1232,1.0,43100,2019,12,4,0,1
3284,1.0,40000,2019,12,5,0,1
2366,1.0,45300,2019,12,6,0,1
4062,1.0,54200,2019,12,7,0,1
1817,1.0,55600,2019,12,9,0,1
628,1.0,56700,2019,12,10,0,1
2465,1.0,58500,2019,12,11,0,1
1277,1.0,57200,2019,12,12,0,1
2315,1.0,59900,2019,12,13,0,1
5248,1.0,55500,2019,12,14,0,1
1308,1.0,59900,2019,12,16,0,1
1051,1.0,56200,2019,12,17,0,1
810,1.0,58900,2019,12,18,0,1
1612,1.0,63500,2019,12,19,0,1
2221,1.0,62900,2019,12,20,0,1
3142,1.0,65300,2019,12,21,0,1
2714,1.0,71200,2019,12,23,0,1
2726,1.0,68200,2019,12,24,0,1
5309,1.0,55500,2019,12,25,0,1
632,1.0,52700,2019,12,26,0,1
1484,1.0,63100,2019,12,27,0,1
2525,1.0,66600,2019,12,28,0,1
1691,1.0,68800,2019,12,30,0,1
4188,1.0,68400,2019,12,31,0,1
2492,1.0,55400,2020,1,2,0,1
1313,1.0,57600,2020,1,3,0,1
851,1.0,63800,2020,1,4,0,1
1190,1.0,65100,2020,1,6,0,1
1374,1.0,61000,2020,1,7,0,1
702,1.0,58200,2020,1,8,0,1
1619,1.0,57100,2020,1,9,0,1
1023,1.0,55400,2020,1,10,0,1
1626,1.0,52100,2020,1,11,0,1
707,1.0,57000,2020,1,13,0,1
1302,1.0,57300,2020,1,14,0,1
2326,1.0,48600,2020,1,15,0,1
807,1.0,50300,2020,1,16,0,1
960,1.0,60200,2020,1,17,0,1
2115,1.0,57200,2020,1,18,0,1
1008,1.0,64400,2020,1,20,0,1
1459,1.0,58100,2020,1,21,0,1
1735,1.0,62700,2020,1,22,0,1
1221,1.0,66200,2020,1,23,0,1
2854,1.0,69900,2020,1,24,0,1
1421,1.0,68600,2020,1,28,0,1
1610,1.0,53100,2020,1,29,0,1
2052,1.0,50300,2020,1,30,0,1
2194,1.0,43500,2020,1,31,0,1
2886,1.0,38400,2020,2,1,0,1
84,1.0,45500,2020,2,3,0,1
1112,1.0,37800,2020,2,4,0,1
168,1.0,33100,2020,2,5,0,1
1952,1.0,40800,2020,2,6,0,1
1294,1.0,50100,2020,2,7,0,1
4089,1.0,60400,2020,2,8,0,1
4770,1.0,50600,2020,2,10,0,1
1655,1.0,48400,2020,2,11,0,1
930,1.0,50000,2020,2,12,0,1
1209,1.0,57900,2020,2,13,0,1
3886,1.0,62200,2020,2,14,0,1
2671,1.0,83200,2020,2,15,0,1
836,1.0,83100,2020,2,17,0,1
1741,1.0,80500,2020,2,18,0,1
686,1.0,84100,2020,2,19,0,1
215,1.0,88900,2020,2,20,0,1
1014,1.0,83200,2020,2,21,0,1
1350,1.0,83200,2020,2,22,0,1
211,1.0,73700,2020,2,24,0,1
14,1.0,57500,2020,2,25,0,1
203,1.0,70300,2020,2,26,0,1
490,1.0,65700,2020,2,27,0,1
673,1.0,57000,2020,2,28,0,1
756,1.0,57800,2020,2,29,0,1
6,1.0,61700,2020,3,2,0,1
94,1.0,68500,2020,3,3,0,1
321,1.0,68700,2020,3,4,0,1
2903,1.0,44200,2020,3,5,0,1
436,1.0,53100,2020,3,6,0,1
1119,1.0,56700,2020,3,7,0,1
196,1.0,70300,2020,3,9,0,1
1484,1.0,60600,2020,3,10,0,1
1924,1.0,43900,2020,3,11,0,1
606,1.0,41200,2020,3,12,0,1
492,1.0,58600,2020,3,13,0,1
138,1.0,68100,2020,3,14,0,1
601,1.0,65500,2020,3,16,0,1
330,1.0,67400,2020,3,17,0,1
559,1.0,63700,2020,3,18,0,1
241,1.0,52600,2020,3,19,0,1
1024,1.0,63700,2020,3,20,0,1
2426,1.0,59200,2020,3,21,0,1
705,1.0,39900,2020,3,23,0,1
828,1.0,36100,2020,3,24,0,1
159,1.0,50300,2020,3,25,0,1
9,1.0,48500,2020,3,26,0,1
688,1.0,62000,2020,3,27,0,1
1156,1.0,64800,2020,3,28,0,1
1076,1.0,57800,2020,3,30,0,1
511,1.0,58200,2020,3,31,0,1
10,1.0,25800,2020,4,1,0,1
166,1.0,62700,2020,4,2,0,1
1325,1.0,66100,2020,4,3,0,1
3519,1.0,57200,2020,4,4,0,1
363,1.0,50900,2020,4,6,0,1
168,1.0,55400,2020,4,7,0,1
665,1.0,53000,2020,4,8,0,1
164,1.0,53400,2020,4,9,0,1
94,1.0,55300,2020,4,10,0,1
1842,1.0,57400,2020,4,11,0,1
1910,1.0,52400,2020,4,13,0,1
1049,1.0,50700,2020,4,14,0,1
1202,1.0,50900,2020,4,15,0,1
196,1.0,43600,2020,4,16,0,1
1949,1.0,49200,2020,4,17,0,1
355,1.0,52500,2020,4,18,0,1
1624,1.0,53000,2020,4,20,0,1
163,1.0,45800,2020,4,21,0,1
1772,1.0,47100,2020,4,22,0,1
1136,1.0,47000,2020,4,23,0,1
1344,1.0,45300,2020,4,24,0,1
2630,1.0,46900,2020,4,25,0,1
1225,1.0,46700,2020,4,27,0,1
838,1.0,47800,2020,4,28,0,1
246,1.0,57600,2020,4,29,0,1
852,1.0,66100,2020,4,30,0,1
3696,1.0,56600,2020,5,1,0,1
1815,1.0,59700,2020,5,2,0,1
1138,1.0,55300,2020,5,4,0,1
2045,1.0,53600,2020,5,5,0,1
1057,1.0,37900,2020,5,6,0,1
927,1.0,38300,2020,5,7,0,1
1303,1.0,41600,2020,5,8,0,1
1731,1.0,33800,2020,5,9,0,1
489,1.0,51400,2020,5,11,0,1
1688,1.0,47000,2020,5,12,0,1
1286,1.0,34300,2020,5,13,0,1
388,1.0,28600,2020,5,14,0,1
419,1.0,37000,2020,5,15,0,1
989,1.0,58000,2020,5,16,0,1
1596,1.0,46300,2020,5,18,0,1
342,1.0,44000,2020,5,19,0,1
575,1.0,25700,2020,5,20,0,1
589,1.0,52000,2020,5,21,0,1
709,1.0,57400,2020,5,22,0,1
1365,1.0,57900,2020,5,23,0,1
613,1.0,45000,2020,5,25,0,1
223,1.0,29100,2020,5,26,0,1
501,1.0,40300,2020,5,27,0,1
292,1.0,38900,2020,5,28,0,1
996,1.0,50800,2020,5,29,0,1
1592,1.0,63200,2020,5,30,0,1
368,1.0,57200,2020,6,1,0,1
127,1.0,46800,2020,6,2,0,1
533,1.0,45100,2020,6,3,0,1
1162,1.0,30400,2020,6,4,0,1
330,1.0,47100,2020,6,5,0,1
356,1.0,48000,2020,6,6,0,1
313,1.0,53200,2020,6,8,0,1
562,1.0,40400,2020,6,9,0,1
732,1.0,47300,2020,6,10,0,1
568,1.0,39700,2020,6,11,0,1
544,1.0,47600,2020,6,12,0,1
2254,1.0,43500,2020,6,13,0,1
173,1.0,14800,2020,6,15,0,1
1013,1.0,31500,2020,6,16,0,1
402,1.0,35500,2020,6,17,0,1
520,1.0,19300,2020,6,18,0,1
572,1.0,33000,2020,6,19,0,1
587,1.0,21000,2020,6,20,0,1
4650,1.0,33200,2020,6,22,0,1
1642,1.0,27700,2020,6,23,0,1
2783,1.0,25100,2020,6,24,0,1
585,1.0,22200,2020,6,25,0,1
394,1.0,27500,2020,6,26,0,1
1404,1.0,47000,2020,6,27,0,1
328,1.0,15800,2020,6,29,0,1
356,1.0,11200,2020,6,30,0,1
599,1.0,45400,2020,7,1,0,1
1324,1.0,18100,2020,7,2,0,1
728,1.0,26500,2020,7,3,0,1
1715,1.0,58400,2020,7,4,0,1
3333,1.0,35400,2020,7,6,0,1
1252,1.0,19300,2020,7,7,0,1
150,1.0,36300,2020,7,8,0,1
688,1.0,28100,2020,7,9,0,1
1068,1.0,30800,2020,7,10,0,1
2053,1.0,25600,2020,7,11,0,1
74,1.0,36400,2020,7,13,0,1
2292,1.0,31300,2020,7,14,0,1
680,1.0,20900,2020,7,15,0,1
848,1.0,44700,2020,7,16,0,1
730,1.0,38700,2020,7,17,0,1
708,1.0,46400,2020,7,18,0,1
484,1.0,41000,2020,7,20,0,1
1106,1.0,40900,2020,7,21,0,1
635,1.0,54600,2020,7,22,0,1
1130,1.0,54600,2020,7,23,0,1
1318,1.0,49000,2020,7,24,0,1
18,1.0,35300,2020,7,27,0,1
256,1.0,38600,2020,7,28,0,1
113,1.0,38800,2020,7,29,0,1
57,1.0,42400,2020,7,30,0,1
626,1.0,39700,2020,7,31,0,1
2055,1.0,43500,2020,8,1,0,1
483,1.0,34600,2020,8,4,0,1
593,1.0,45300,2020,8,5,0,1
63,1.0,52800,2020,8,6,0,1
1104,1.0,45600,2020,8,7,0,1
182,1.0,43700,2020,8,8,0,1
71,1.0,60900,2020,8,10,0,1
218,1.0,30900,2020,8,11,0,1
286,1.0,66200,2020,8,12,0,1
192,1.0,62500,2020,8,13,0,1
480,1.0,53200,2020,8,14,0,1
453,1.0,57300,2020,8,15,0,1
137,1.0,43300,2020,8,17,0,1
41,1.0,52600,2020,8,19,0,1
224,1.0,60800,2020,8,20,0,1
561,1.0,54100,2020,8,21,0,1
1460,1.0,39800,2020,8,22,0,1
158,1.0,45100,2020,8,24,0,1
432,1.0,31200,2020,8,25,0,1
464,1.0,25100,2020,8,26,0,1
57,1.0,32700,2020,8,27,0,1
1164,1.0,41600,2020,8,28,0,1
541,1.0,39500,2020,8,29,0,1
150,1.0,57600,2020,8,31,0,1
1027,1.0,40400,2020,9,1,0,1
444,1.0,31000,2020,9,2,0,1
385,1.0,23600,2020,9,3,0,1
370,1.0,27000,2020,9,4,0,1
256,1.0,64100,2020,9,5,0,1
87,1.0,28400,2020,9,8,0,1
114,1.0,41700,2020,9,9,0,1
167,1.0,28700,2020,9,11,0,1
492,1.0,54700,2020,9,15,0,1
469,1.0,54000,2020,9,16,0,1
770,1.0,65900,2020,9,17,0,1
3004,1.0,54200,2020,9,18,0,1
1834,1.0,53700,2020,9,19,0,1
327,1.0,46200,2020,9,21,0,1
461,1.0,38100,2020,9,22,0,1
993,1.0,43000,2020,9,23,0,1
921,1.0,46000,2020,9,24,0,1
2863,1.0,37500,2020,9,25,0,1
1469,1.0,45600,2020,9,26,0,1
979,1.0,52400,2020,9,28,0,1
2575,1.0,55300,2020,9,29,0,1
4888,1.0,49600,2020,9,30,0,1
755,1.0,39400,2020,10,5,0,1
487,1.0,47800,2020,10,7,0,1
311,1.0,51400,2020,10,8,0,1
1149,1.0,39300,2020,10,9,0,1
348,1.0,61800,2020,10,10,0,1
297,1.0,57300,2020,10,12,0,1
306,1.0,45900,2020,10,13,0,1
1052,1.0,58200,2020,10,14,0,1
1380,1.0,53900,2020,10,15,0,1
1298,1.0,48000,2020,10,16,0,1
1460,1.0,46700,2020,10,17,0,1
146,1.0,35300,2020,10,19,0,1
104,1.0,41100,2020,10,20,0,1
802,1.0,52000,2020,10,21,0,1
1048,1.0,46700,2020,10,22,0,1
1213,1.0,35100,2020,10,23,0,1
2136,1.0,36900,2020,10,24,0,1
414,1.0,33800,2020,10,26,0,1
732,1.0,39500,2020,10,27,0,1
829,1.0,49100,2020,10,28,0,1
500,1.0,39900,2020,10,29,0,1
907,1.0,48200,2020,10,30,0,1
2820,1.0,50300,2020,10,31,0,1
2005,1.0,45300,2020,11,2,0,1
1605,1.0,37600,2020,11,3,0,1
187,1.0,39900,2020,11,4,0,1
1085,1.0,44500,2020,11,5,0,1
2708,1.0,44300,2020,11,6,0,1
2599,1.0,46400,2020,11,7,0,1
747,1.0,35900,2020,11,9,0,1
1719,1.0,37800,2020,11,10,0,1
959,1.0,46300,2020,11,11,0,1
1178,1.0,42200,2020,11,12,0,1
1131,1.0,47900,2020,11,13,0,1
1398,1.0,51900,2020,11,14,0,1
89,1.0,49400,2020,11,16,0,1
916,1.0,47400,2020,11,17,0,1
2418,1.0,45500,2020,11,18,0,1
1157,1.0,46600,2020,11,19,0,1
804,1.0,51600,2020,11,20,0,1
3869,1.0,45200,2020,11,21,0,1
389,1.0,36200,2020,11,23,0,1
698,1.0,46200,2020,11,24,0,1
893,1.0,42900,2020,11,25,0,1
358,1.0,38700,2020,11,26,0,1
2138,1.0,46900,2020,11,27,0,1
2388,1.0,44200,2020,11,28,0,1
880,1.0,50000,2020,11,30,0,1
564,1.0,46900,2020,12,1,0,1
1056,1.0,46000,2020,12,2,0,1
1017,1.0,43100,2020,12,3,0,1
2329,1.0,42800,2020,12,4,0,1
3037,1.0,43900,2020,12,5,0,1
892,1.0,46700,2020,12,7,0,1
2062,1.0,38700,2020,12,8,0,1
1718,1.0,36800,2020,12,9,0,1
350,1.0,47500,2020,12,10,0,1
875,1.0,45500,2020,12,11,0,1
2349,1.0,53000,2020,12,12,0,1
1915,1.0,51100,2020,12,14,0,1
2240,1.0,46500,2020,12,15,0,1
1627,1.0,50300,2020,12,16,0,1
1317,1.0,51000,2020,12,17,0,1
2086,1.0,47400,2020,12,18,0,1
2151,1.0,54000,2020,12,19,0,1
1223,1.0,55400,2020,12,21,0,1
1475,1.0,50200,2020,12,22,0,1
665,1.0,62500,2020,12,23,0,1
3545,1.0,60300,2020,12,24,0,1
6054,1.0,65900,2020,12,25,0,1
4836,1.0,69400,2020,12,26,0,1
3377,1.0,58200,2020,12,28,0,1
338,1.0,63700,2020,12,29,0,1
386,1.0,66600,2020,12,30,0,1
6059,1.0,60300,2020,12,31,0,1
5467,1.0,63800,2021,1,2,0,1
226,1.0,72000,2021,1,4,0,1
1436,1.0,57500,2021,1,5,0,1
630,1.0,55300,2021,1,6,0,1
288,1.0,54900,2021,1,7,0,1
940,1.0,59500,2021,1,8,0,1
1192,1.0,64000,2021,1,9,0,1
1708,1.0,68800,2021,1,12,0,1
2121,1.0,67700,2021,1,13,0,1
2195,1.0,61700,2021,1,14,0,1
2643,1.0,58700,2021,1,15,0,1
1287,1.0,57300,2021,1,16,0,1
1859,1.0,40000,2021,1,18,0,1
1205,1.0,57000,2021,1,19,0,1
1063,1.0,53100,2021,1,20,0,1
523,1.0,46100,2021,1,21,0,1
485,1.0,65900,2021,1,22,0,1
1406,1.0,65600,2021,1,23,0,1
871,1.0,64600,2021,1,26,0,1
1571,1.0,55700,2021,1,27,0,1
1046,1.0,30200,2021,1,28,0,1
589,1.0,63400,2021,1,29,0,1
2123,1.0,67200,2021,1,30,0,1
361,1.0,52600,2021,2,2,0,1
640,1.0,63100,2021,2,3,0,1
606,1.0,64000,2021,2,4,0,1
1181,1.0,67600,2021,2,5,0,1
2582,1.0,66300,2021,2,6,0,1
668,1.0,60600,2021,2,8,0,1
898,1.0,64900,2021,2,9,0,1
1961,1.0,68400,2021,2,10,0,1
3892,1.0,63500,2021,2,11,0,1
541,1.0,50500,2021,2,15,0,1
2,1.0,60000,2021,2,16,0,1
33,1.0,44500,2021,2,17,0,1
42,1.0,55300,2021,2,18,0,1
632,1.0,71900,2021,2,19,0,1
769,1.0,78100,2021,2,20,0,1
276,1.0,38300,2021,2,23,0,1
356,1.0,66300,2021,2,24,0,1
