수량,중량,평균가,yyyy,mm,dd,산지_노르웨이,산지_러시아
484,1.0,86400,2021,2,25,0,1
536,1.0,88100,2021,2,26,0,1
884,1.0,85700,2021,2,27,0,1
518,1.0,88400,2021,3,1,0,1
582,1.0,79800,2021,3,2,0,1
397,1.0,71700,2021,3,3,0,1
378,1.0,50200,2021,3,4,0,1
595,1.0,80800,2021,3,5,0,1
2000,1.0,70100,2021,3,6,0,1
204,1.0,89600,2021,3,8,0,1
921,1.0,68000,2021,3,9,0,1
321,1.0,68000,2021,3,10,0,1
205,1.0,62100,2021,3,11,0,1
178,1.0,64300,2021,3,12,0,1
680,1.0,73600,2021,3,13,0,1
390,1.0,85400,2021,3,15,0,1
174,1.0,73700,2021,3,16,0,1
170,1.0,80800,2021,3,17,0,1
322,1.0,81300,2021,3,18,0,1
227,1.0,95100,2021,3,19,0,1
524,1.0,100100,2021,3,20,0,1
851,1.0,81000,2021,3,22,0,1
93,1.0,71400,2021,3,23,0,1
482,1.0,72300,2021,3,24,0,1
217,1.0,76400,2021,3,25,0,1
128,1.0,67200,2021,3,26,0,1
531,1.0,91500,2021,3,27,0,1
116,1.0,78000,2021,3,29,0,1
14,1.0,70000,2021,3,30,0,1
101,1.0,101500,2021,3,31,0,1
131,1.0,13400,2021,4,1,0,1
107,1.0,103400,2021,4,2,0,1
25,1.0,80500,2021,4,3,0,1
87,1.0,62200,2021,4,8,0,1
439,1.0,75000,2021,4,9,0,1
762,1.0,73400,2021,4,10,0,1
430,1.0,78900,2021,4,13,0,1
57,1.0,72500,2021,4,14,0,1
1178,1.0,72500,2021,4,15,0,1
1360,1.0,71000,2021,4,16,0,1
1381,1.0,73800,2021,4,17,0,1
91,1.0,64000,2021,4,19,0,1
1423,1.0,58000,2021,4,20,0,1
1055,1.0,62200,2021,4,21,0,1
788,1.0,63000,2021,4,22,0,1
1350,1.0,63200,2021,4,23,0,1
1093,1.0,61900,2021,4,24,0,1
220,1.0,67300,2021,4,26,0,1
167,1.0,65400,2021,4,27,0,1
102,1.0,61200,2021,4,28,0,1
18,1.0,61800,2021,4,29,0,1
902,1.0,83600,2021,4,30,0,1
1238,1.0,75500,2021,5,1,0,1
17,1.0,59100,2021,5,3,0,1
199,1.0,67700,2021,5,4,0,1
1774,1.0,91300,2021,5,5,0,1
1273,1.0,60400,2021,5,6,0,1
1298,1.0,50600,2021,5,7,0,1
1901,1.0,75100,2021,5,8,0,1
540,1.0,67300,2021,5,10,0,1
1165,1.0,53000,2021,5,11,0,1
555,1.0,46500,2021,5,12,0,1
128,1.0,25100,2021,5,13,0,1
1765,1.0,35600,2021,5,14,0,1
3224,1.0,43500,2021,5,15,0,1
674,1.0,44500,2021,5,17,0,1
833,1.0,41000,2021,5,18,0,1
1038,1.0,43300,2021,5,19,0,1
566,1.0,50700,2021,5,20,0,1
1628,1.0,42800,2021,5,21,0,1
1992,1.0,39300,2021,5,22,0,1
1222,1.0,31900,2021,5,24,0,1
1380,1.0,37100,2021,5,25,0,1
1163,1.0,44700,2021,5,26,0,1
1378,1.0,40200,2021,5,27,0,1
1867,1.0,44000,2021,5,28,0,1
1819,1.0,46400,2021,5,29,0,1
349,1.0,50400,2021,5,31,0,1
575,1.0,48400,2021,6,1,0,1
140,1.0,56000,2021,6,2,0,1
193,1.0,66500,2021,6,3,0,1
1709,1.0,55200,2021,6,4,0,1
2298,1.0,53500,2021,6,5,0,1
476,1.0,60300,2021,6,8,0,1
635,1.0,57700,2021,6,10,0,1
168,1.0,54500,2021,6,11,0,1
724,1.0,68300,2021,6,12,0,1
166,1.0,73800,2021,6,14,0,1
504,1.0,76400,2021,6,15,0,1
234,1.0,76900,2021,6,16,0,1
497,1.0,76400,2021,6,17,0,1
250,1.0,60400,2021,6,18,0,1
440,1.0,81300,2021,6,19,0,1
516,1.0,74700,2021,6,21,0,1
483,1.0,81500,2021,6,24,0,1
1216,1.0,81200,2021,6,26,0,1
277,1.0,76100,2021,6,29,0,1
2,1.0,38000,2021,6,30,0,1
156,1.0,87200,2021,7,1,0,1
820,1.0,72800,2021,7,2,0,1
658,1.0,75600,2021,7,3,0,1
328,1.0,73600,2021,7,6,0,1
31,1.0,75700,2021,7,7,0,1
66,1.0,47500,2021,7,8,0,1
307,1.0,83000,2021,7,10,0,1
84,1.0,57100,2021,7,13,0,1
132,1.0,66000,2021,7,14,0,1
94,1.0,60200,2021,7,15,0,1
196,1.0,82300,2021,7,16,0,1
53,1.0,35900,2021,7,17,0,1
113,1.0,89600,2021,7,19,0,1
368,1.0,63300,2021,7,20,0,1
280,1.0,45500,2021,7,21,0,1
557,1.0,56700,2021,7,22,0,1
634,1.0,69600,2021,7,23,0,1
1087,1.0,49900,2021,7,24,0,1
91,1.0,57700,2021,7,27,0,1
511,1.0,67800,2021,7,28,0,1
250,1.0,74000,2021,7,29,0,1
2646,1.0,58100,2021,7,30,0,1
22,1.0,57600,2021,8,2,0,1
692,1.0,42600,2021,8,3,0,1
246,1.0,60600,2021,8,4,0,1
495,1.0,51300,2021,8,6,0,1
243,1.0,56500,2021,8,7,0,1
242,1.0,67200,2021,8,9,0,1
2,1.0,48000,2021,8,10,0,1
328,1.0,26800,2021,8,11,0,1
288,1.0,83100,2021,8,12,0,1
301,1.0,69000,2021,8,13,0,1
515,1.0,46000,2021,8,14,0,1
1040,1.0,34800,2021,8,16,0,1
414,1.0,30700,2021,8,20,0,1
222,1.0,30700,2021,8,21,0,1
2,1.0,1000,2021,8,24,0,1
93,1.0,30400,2021,8,25,0,1
144,1.0,35000,2021,8,28,0,1
338,1.0,27200,2021,9,3,0,1
173,1.0,35600,2021,9,4,0,1
26,1.0,14800,2021,9,6,0,1
272,1.0,42900,2021,9,10,0,1
4,1.0,18000,2021,9,11,0,1
22,1.0,21800,2021,9,13,0,1
2956,1.0,47600,2021,9,14,0,1
1187,1.0,47000,2021,9,15,0,1
1569,1.0,40200,2021,9,16,0,1
1928,1.0,51400,2021,9,17,0,1
1108,1.0,48500,2021,9,18,0,1
5374,1.0,57400,2021,9,20,0,1
1980,1.0,46700,2021,9,24,0,1
2527,1.0,46100,2021,9,25,0,1
938,1.0,38500,2021,9,27,0,1
567,1.0,47700,2021,9,28,0,1
344,1.0,34800,2021,9,29,0,1
1107,1.0,34100,2021,9,30,0,1
2073,1.0,39300,2021,10,1,0,1
3864,1.0,38500,2021,10,2,0,1
516,1.0,37500,2021,10,4,0,1
246,1.0,46400,2021,10,5,0,1
553,1.0,36600,2021,10,6,0,1
1253,1.0,42300,2021,10,7,0,1
999,1.0,36000,2021,10,8,0,1
1879,1.0,47800,2021,10,9,0,1
1004,1.0,45900,2021,10,11,0,1
491,1.0,45800,2021,10,12,0,1
1257,1.0,38500,2021,10,13,0,1
1017,1.0,42500,2021,10,14,0,1
660,1.0,45900,2021,10,15,0,1
1497,1.0,44300,2021,10,16,0,1
273,1.0,43900,2021,10,18,0,1
365,1.0,44600,2021,10,19,0,1
233,1.0,45300,2021,10,20,0,1
1016,1.0,60800,2021,10,21,0,1
1633,1.0,44700,2021,10,22,0,1
3610,1.0,39200,2021,10,23,0,1
57,1.0,28900,2021,10,25,0,1
803,1.0,44400,2021,10,26,0,1
125,1.0,27400,2021,10,27,0,1
969,1.0,50300,2021,10,28,0,1
1587,1.0,54700,2021,10,29,0,1
2795,1.0,43400,2021,10,30,0,1
89,1.0,42400,2021,11,1,0,1
587,1.0,40700,2021,11,2,0,1
800,1.0,42200,2021,11,3,0,1
88,1.0,54100,2021,11,4,0,1
870,1.0,66900,2021,11,5,0,1
2115,1.0,65100,2021,11,6,0,1
457,1.0,62200,2021,11,8,0,1
368,1.0,58500,2021,11,9,0,1
482,1.0,46600,2021,11,10,0,1
318,1.0,47100,2021,11,11,0,1
625,1.0,58600,2021,11,12,0,1
2511,1.0,55300,2021,11,13,0,1
104,1.0,63400,2021,11,15,0,1
659,1.0,61800,2021,11,16,0,1
321,1.0,60200,2021,11,17,0,1
943,1.0,70300,2021,11,18,0,1
3321,1.0,62100,2021,11,19,0,1
2993,1.0,51400,2021,11,20,0,1
109,1.0,49100,2021,11,22,0,1
504,1.0,37700,2021,11,23,0,1
484,1.0,61200,2021,11,24,0,1
846,1.0,51600,2021,11,25,0,1
488,1.0,42500,2021,11,26,0,1
1377,1.0,44800,2021,11,27,0,1
363,1.0,55400,2021,11,29,0,1
165,1.0,55000,2021,11,30,0,1
399,1.0,50500,2021,12,2,0,1
529,1.0,52200,2021,12,3,0,1
707,1.0,67300,2021,12,4,0,1
60,1.0,79200,2021,12,6,0,1
1368,1.0,74500,2021,12,7,0,1
1197,1.0,72300,2021,12,8,0,1
1715,1.0,72700,2021,12,9,0,1
2532,1.0,58600,2021,12,10,0,1
1713,1.0,67600,2021,12,11,0,1
394,1.0,76100,2021,12,13,0,1
622,1.0,50200,2021,12,14,0,1
537,1.0,69100,2021,12,15,0,1
507,1.0,77200,2021,12,16,0,1
990,1.0,66900,2021,12,17,0,1
2006,1.0,74300,2021,12,18,0,1
24,1.0,74600,2021,12,21,0,1
1198,1.0,69700,2021,12,22,0,1
1912,1.0,79700,2021,12,23,0,1
4781,1.0,67400,2021,12,24,0,1
6456,1.0,66400,2021,12,25,0,1
350,1.0,59300,2021,12,27,0,1
135,1.0,75400,2021,12,28,0,1
1712,1.0,74600,2021,12,29,0,1
1527,1.0,88900,2021,12,30,0,1
5023,1.0,86200,2021,12,31,0,1
108,1.0,50600,2017,1,3,1,0
199,1.0,56600,2017,1,10,1,0
438,1.0,57500,2017,1,11,1,0
1072,1.0,45900,2017,1,12,1,0
273,1.0,48800,2017,1,13,1,0
771,1.0,54000,2017,1,14,1,0
375,1.0,51200,2017,1,16,1,0
311,1.0,47000,2017,1,17,1,0
440,1.0,55100,2017,1,18,1,0
652,1.0,57800,2017,1,19,1,0
1018,1.0,56600,2017,1,20,1,0
215,1.0,60500,2017,1,21,1,0
174,1.0,53600,2017,1,23,1,0
523,1.0,58400,2017,1,24,1,0
1044,1.0,39000,2017,1,25,1,0
692,1.0,40800,2017,1,26,1,0
689,1.0,51200,2017,1,27,1,0
822,1.0,42600,2017,2,1,1,0
319,1.0,42300,2017,2,2,1,0
1018,1.0,45200,2017,2,3,1,0
536,1.0,44600,2017,2,4,1,0
119,1.0,42400,2017,2,7,1,0
834,1.0,35400,2017,2,8,1,0
565,1.0,26800,2017,2,9,1,0
233,1.0,25500,2017,2,10,1,0
474,1.0,38400,2017,2,11,1,0
444,1.0,46900,2017,2,13,1,0
607,1.0,29600,2017,2,14,1,0
296,1.0,35400,2017,2,15,1,0
167,1.0,42400,2017,2,17,1,0
824,1.0,26900,2017,2,18,1,0
83,1.0,32200,2017,2,20,1,0
436,1.0,23100,2017,2,21,1,0
266,1.0,37900,2017,2,22,1,0
147,1.0,30300,2017,2,23,1,0
707,1.0,32300,2017,2,24,1,0
589,1.0,29500,2017,2,25,1,0
88,1.0,29800,2017,2,27,1,0
248,1.0,34300,2017,2,28,1,0
281,1.0,34300,2017,3,1,1,0
152,1.0,29800,2017,3,2,1,0
211,1.0,36700,2017,3,3,1,0
524,1.0,33800,2017,3,4,1,0
434,1.0,34500,2017,3,7,1,0
26,1.0,25200,2017,3,9,1,0
172,1.0,34800,2017,3,10,1,0
279,1.0,33000,2017,3,11,1,0
28,1.0,35800,2017,3,15,1,0
113,1.0,27500,2017,3,17,1,0
141,1.0,20200,2017,3,18,1,0
620,1.0,22100,2017,3,21,1,0
124,1.0,29700,2017,3,25,1,0
77,1.0,33400,2017,3,29,1,0
141,1.0,35300,2017,3,31,1,0
168,1.0,53300,2017,4,14,1,0
260,1.0,62500,2017,4,25,1,0
185,1.0,40600,2017,4,27,1,0
14,1.0,27100,2017,4,29,1,0
300,1.0,37800,2017,5,2,1,0
209,1.0,40900,2017,5,3,1,0
300,1.0,44300,2017,5,9,1,0
201,1.0,41800,2017,5,11,1,0
198,1.0,24200,2017,5,18,1,0
227,1.0,30600,2017,5,19,1,0
848,1.0,29700,2017,5,20,1,0
246,1.0,22600,2017,5,22,1,0
256,1.0,20800,2017,5,24,1,0
103,1.0,20900,2017,5,25,1,0
118,1.0,21000,2017,5,26,1,0
146,1.0,26800,2017,5,27,1,0
277,1.0,37600,2017,6,1,1,0
263,1.0,41700,2017,6,2,1,0
626,1.0,42800,2017,6,3,1,0
467,1.0,28900,2017,6,5,1,0
206,1.0,23900,2017,6,6,1,0
12,1.0,43100,2017,6,7,1,0
322,1.0,24400,2017,6,8,1,0
106,1.0,37600,2017,6,10,1,0
70,1.0,30700,2017,6,13,1,0
100,1.0,28900,2017,6,15,1,0
138,1.0,30400,2017,6,16,1,0
486,1.0,30000,2017,6,17,1,0
433,1.0,18900,2017,6,19,1,0
66,1.0,18900,2017,6,20,1,0
559,1.0,19600,2017,6,22,1,0
327,1.0,18500,2017,6,23,1,0
203,1.0,25600,2017,6,24,1,0
73,1.0,22900,2017,6,28,1,0
43,1.0,20100,2017,6,30,1,0
142,1.0,37100,2017,7,1,1,0
36,1.0,39400,2017,7,4,1,0
76,1.0,36100,2017,7,6,1,0
269,1.0,44200,2017,7,7,1,0
190,1.0,32800,2017,7,8,1,0
280,1.0,43000,2017,7,10,1,0
192,1.0,32300,2017,7,11,1,0
14,1.0,54800,2017,7,12,1,0
195,1.0,28800,2017,7,13,1,0
35,1.0,39300,2017,7,14,1,0
506,1.0,21500,2017,7,15,1,0
27,1.0,38000,2017,7,17,1,0
158,1.0,30900,2017,7,18,1,0
235,1.0,27100,2017,7,19,1,0
122,1.0,34300,2017,7,20,1,0
198,1.0,48600,2017,7,21,1,0
372,1.0,22400,2017,7,22,1,0
115,1.0,27900,2017,7,25,1,0
130,1.0,34600,2017,7,26,1,0
299,1.0,26000,2017,7,27,1,0
398,1.0,25100,2017,7,28,1,0
50,1.0,16200,2017,7,31,1,0
158,1.0,29000,2017,8,1,1,0
253,1.0,22400,2017,8,2,1,0
77,1.0,22300,2017,8,3,1,0
257,1.0,20100,2017,8,4,1,0
656,1.0,36000,2017,8,5,1,0
327,1.0,27700,2017,8,7,1,0
399,1.0,23400,2017,8,8,1,0
211,1.0,18100,2017,8,9,1,0
220,1.0,48400,2017,8,10,1,0
490,1.0,34900,2017,8,11,1,0
374,1.0,40600,2017,8,12,1,0
135,1.0,34400,2017,8,14,1,0
506,1.0,30700,2017,8,15,1,0
245,1.0,14000,2017,8,16,1,0
210,1.0,28800,2017,8,17,1,0
388,1.0,42000,2017,8,18,1,0
1109,1.0,33700,2017,8,19,1,0
188,1.0,29200,2017,8,21,1,0
479,1.0,21400,2017,8,22,1,0
557,1.0,28300,2017,8,23,1,0
433,1.0,31600,2017,8,24,1,0
436,1.0,31200,2017,8,25,1,0
954,1.0,32500,2017,8,26,1,0
244,1.0,15400,2017,8,28,1,0
302,1.0,28400,2017,8,29,1,0
484,1.0,24200,2017,8,30,1,0
604,1.0,29000,2017,8,31,1,0
417,1.0,23400,2017,9,1,1,0
646,1.0,27500,2017,9,2,1,0
231,1.0,31600,2017,9,4,1,0
728,1.0,27400,2017,9,5,1,0
954,1.0,25200,2017,9,6,1,0
598,1.0,26300,2017,9,7,1,0
895,1.0,31300,2017,9,8,1,0
1750,1.0,26000,2017,9,9,1,0
457,1.0,22400,2017,9,11,1,0
620,1.0,32500,2017,9,12,1,0
723,1.0,33900,2017,9,13,1,0
92,1.0,35700,2017,9,15,1,0
380,1.0,25800,2017,9,16,1,0
260,1.0,27200,2017,9,18,1,0
200,1.0,24000,2017,9,20,1,0
172,1.0,24600,2017,9,21,1,0
230,1.0,24000,2017,9,22,1,0
66,1.0,30700,2017,9,23,1,0
86,1.0,31200,2017,9,27,1,0
24,1.0,33500,2017,9,28,1,0
84,1.0,21800,2017,9,29,1,0
49,1.0,26800,2017,9,30,1,0
450,1.0,33100,2017,10,1,1,0
264,1.0,37400,2017,10,2,1,0
906,1.0,36100,2017,10,3,1,0
270,1.0,33500,2017,10,9,1,0
146,1.0,24300,2017,10,14,1,0
61,1.0,26500,2017,10,18,1,0
347,1.0,38100,2017,11,17,1,0
120,1.0,43700,2017,11,28,1,0
425,1.0,44600,2017,11,29,1,0
314,1.0,32100,2017,12,2,1,0
308,1.0,44100,2017,12,6,1,0
129,1.0,33000,2017,12,9,1,0
100,1.0,29000,2017,12,15,1,0
32,1.0,41200,2017,12,16,1,0
74,1.0,39900,2017,12,18,1,0
167,1.0,37800,2017,12,19,1,0
69,1.0,49100,2017,12,21,1,0
354,1.0,51700,2017,12,22,1,0
339,1.0,44300,2017,12,23,1,0
162,1.0,56600,2017,12,26,1,0
167,1.0,59200,2017,12,27,1,0
528,1.0,40400,2018,1,9,1,0
442,1.0,43000,2018,1,10,1,0
20,1.0,50000,2018,1,11,1,0
184,1.0,43300,2018,1,12,1,0
404,1.0,40200,2018,1,13,1,0
53,1.0,35400,2018,1,15,1,0
734,1.0,28500,2018,1,16,1,0
236,1.0,28800,2018,1,17,1,0
35,1.0,15400,2018,1,18,1,0
551,1.0,40200,2018,1,20,1,0
505,1.0,40700,2018,1,22,1,0
141,1.0,38900,2018,1,23,1,0
288,1.0,23900,2018,1,24,1,0
61,1.0,38000,2018,1,25,1,0
109,1.0,41000,2018,1,26,1,0
317,1.0,37500,2018,1,27,1,0
267,1.0,27500,2018,1,29,1,0
113,1.0,42000,2018,1,30,1,0
203,1.0,41100,2018,1,31,1,0
311,1.0,49500,2018,2,1,1,0
488,1.0,50200,2018,2,3,1,0
417,1.0,35400,2018,2,6,1,0
140,1.0,40000,2018,2,8,1,0
423,1.0,37300,2018,2,9,1,0
567,1.0,37500,2018,2,10,1,0
370,1.0,44500,2018,2,12,1,0
738,1.0,38900,2018,2,13,1,0
729,1.0,34900,2018,2,14,1,0
881,1.0,34500,2018,2,15,1,0
533,1.0,27200,2018,2,19,1,0
14,1.0,7900,2018,2,20,1,0
190,1.0,44600,2018,2,23,1,0
283,1.0,45700,2018,2,24,1,0
20,1.0,27600,2018,2,26,1,0
22,1.0,49900,2018,2,27,1,0
33,1.0,60000,2018,2,28,1,0
100,1.0,47800,2018,3,1,1,0
131,1.0,44000,2018,3,2,1,0
516,1.0,54400,2018,3,3,1,0
19,1.0,70000,2018,3,5,1,0
332,1.0,45600,2018,3,6,1,0
131,1.0,55600,2018,3,8,1,0
237,1.0,24200,2018,3,9,1,0
2,1.0,13000,2018,3,10,1,0
98,1.0,35300,2018,3,13,1,0
10,1.0,55000,2018,3,14,1,0
259,1.0,41500,2018,3,15,1,0
411,1.0,30500,2018,3,16,1,0
494,1.0,36500,2018,3,17,1,0
190,1.0,24800,2018,3,23,1,0
52,1.0,39000,2018,3,26,1,0
76,1.0,40700,2018,3,29,1,0
43,1.0,50900,2018,3,30,1,0
73,1.0,62800,2018,3,31,1,0
51,1.0,50700,2018,4,2,1,0
8,1.0,78000,2018,4,7,1,0
36,1.0,59300,2018,4,13,1,0
148,1.0,31700,2018,4,19,1,0
61,1.0,37400,2018,4,20,1,0
158,1.0,43000,2018,4,21,1,0
10,1.0,60000,2018,4,27,1,0
104,1.0,37000,2018,5,11,1,0
201,1.0,29500,2018,5,12,1,0
2,1.0,29000,2018,5,15,1,0
194,1.0,25600,2018,5,16,1,0
156,1.0,23600,2018,5,17,1,0
41,1.0,28900,2018,5,18,1,0
540,1.0,26500,2018,5,19,1,0
274,1.0,36400,2018,5,21,1,0
602,1.0,26200,2018,5,22,1,0
348,1.0,25000,2018,5,23,1,0
11,1.0,21300,2018,5,24,1,0
15,1.0,23600,2018,5,25,1,0
197,1.0,29500,2018,5,26,1,0
74,1.0,19200,2018,5,28,1,0
17,1.0,33500,2018,5,29,1,0
52,1.0,16200,2018,5,31,1,0
898,1.0,29100,2018,6,2,1,0
1079,1.0,21800,2018,6,4,1,0
122,1.0,23800,2018,6,5,1,0
459,1.0,28500,2018,6,6,1,0
177,1.0,31600,2018,6,8,1,0
534,1.0,20400,2018,6,9,1,0
49,1.0,20100,2018,6,12,1,0
158,1.0,27700,2018,6,13,1,0
155,1.0,31300,2018,6,14,1,0
99,1.0,27200,2018,6,15,1,0
551,1.0,25200,2018,6,16,1,0
194,1.0,19800,2018,6,18,1,0
224,1.0,26300,2018,6,19,1,0
97,1.0,17000,2018,6,20,1,0
217,1.0,24400,2018,6,21,1,0
64,1.0,13800,2018,6,22,1,0
127,1.0,34100,2018,6,23,1,0
43,1.0,42200,2018,6,25,1,0
60,1.0,21300,2018,6,26,1,0
29,1.0,23000,2018,6,27,1,0
81,1.0,26000,2018,6,28,1,0
309,1.0,30200,2018,6,29,1,0
215,1.0,30300,2018,6,30,1,0
111,1.0,23900,2018,7,2,1,0
46,1.0,29100,2018,7,3,1,0
276,1.0,24400,2018,7,4,1,0
285,1.0,29400,2018,7,5,1,0
206,1.0,25400,2018,7,6,1,0
222,1.0,30200,2018,7,7,1,0
238,1.0,32700,2018,7,9,1,0
206,1.0,24300,2018,7,10,1,0
158,1.0,24700,2018,7,11,1,0
9,1.0,17800,2018,7,12,1,0
458,1.0,35100,2018,7,13,1,0
915,1.0,28400,2018,7,14,1,0
206,1.0,31800,2018,7,16,1,0
335,1.0,28800,2018,7,17,1,0
336,1.0,34700,2018,7,18,1,0
87,1.0,21400,2018,7,19,1,0
596,1.0,35500,2018,7,20,1,0
619,1.0,42400,2018,7,21,1,0
411,1.0,28300,2018,7,23,1,0
587,1.0,23800,2018,7,24,1,0
335,1.0,35300,2018,7,25,1,0
618,1.0,29200,2018,7,26,1,0
998,1.0,29600,2018,7,27,1,0
448,1.0,23900,2018,7,30,1,0
362,1.0,24900,2018,7,31,1,0
623,1.0,22600,2018,8,1,1,0
434,1.0,26700,2018,8,2,1,0
912,1.0,26200,2018,8,3,1,0
795,1.0,30600,2018,8,4,1,0
681,1.0,30400,2018,8,6,1,0
455,1.0,25000,2018,8,7,1,0
400,1.0,26700,2018,8,8,1,0
312,1.0,27000,2018,8,9,1,0
967,1.0,25800,2018,8,10,1,0
701,1.0,32200,2018,8,11,1,0
240,1.0,32200,2018,8,13,1,0
567,1.0,40700,2018,8,14,1,0
610,1.0,42800,2018,8,15,1,0
411,1.0,41600,2018,8,16,1,0
978,1.0,36400,2018,8,17,1,0
1076,1.0,31700,2018,8,18,1,0
205,1.0,36700,2018,8,20,1,0
455,1.0,37000,2018,8,21,1,0
556,1.0,28300,2018,8,22,1,0
374,1.0,36000,2018,8,23,1,0
314,1.0,41000,2018,8,24,1,0
981,1.0,41800,2018,8,25,1,0
590,1.0,40200,2018,8,27,1,0
773,1.0,41600,2018,8,28,1,0
1242,1.0,37600,2018,8,29,1,0
79,1.0,24700,2018,8,30,1,0
375,1.0,37400,2018,8,31,1,0
1012,1.0,37200,2018,9,1,1,0
562,1.0,43300,2018,9,3,1,0
453,1.0,44300,2018,9,4,1,0
305,1.0,47500,2018,9,5,1,0
268,1.0,38700,2018,9,6,1,0
828,1.0,45800,2018,9,7,1,0
1813,1.0,36300,2018,9,8,1,0
1946,1.0,27500,2018,9,10,1,0
102,1.0,33300,2018,9,11,1,0
330,1.0,29300,2018,9,12,1,0
598,1.0,33400,2018,9,13,1,0
252,1.0,25300,2018,9,14,1,0
279,1.0,24400,2018,9,15,1,0
42,1.0,17800,2018,9,18,1,0
77,1.0,23700,2018,9,21,1,0
53,1.0,29100,2018,9,22,1,0
128,1.0,28600,2018,9,28,1,0
89,1.0,33900,2018,10,15,1,0
46,1.0,35700,2018,10,17,1,0
171,1.0,25300,2018,10,18,1,0
55,1.0,23700,2018,10,20,1,0
72,1.0,29000,2018,10,22,1,0
87,1.0,36700,2018,10,24,1,0
212,1.0,35200,2018,10,27,1,0
333,1.0,38100,2018,10,29,1,0
81,1.0,33700,2018,10,30,1,0
135,1.0,26300,2018,11,1,1,0
90,1.0,25200,2018,11,3,1,0
114,1.0,34900,2018,11,5,1,0
35,1.0,29800,2018,11,7,1,0
104,1.0,29700,2018,11,9,1,0
70,1.0,33400,2018,11,13,1,0
284,1.0,27800,2018,11,14,1,0
274,1.0,26900,2018,11,15,1,0
236,1.0,23000,2018,11,16,1,0
164,1.0,36500,2018,11,17,1,0
849,1.0,42300,2018,11,21,1,0
436,1.0,33900,2018,11,22,1,0
294,1.0,41700,2018,11,23,1,0
386,1.0,43900,2018,11,24,1,0
64,1.0,34800,2018,11,26,1,0
365,1.0,30900,2018,11,27,1,0
120,1.0,22100,2018,11,28,1,0
169,1.0,40900,2018,11,29,1,0
299,1.0,37500,2018,11,30,1,0
102,1.0,39700,2018,12,1,1,0
286,1.0,35500,2018,12,3,1,0
470,1.0,32800,2018,12,4,1,0
38,1.0,21600,2018,12,8,1,0
