수량,중량,평균가,yyyy,mm,dd,산지_노르웨이,산지_러시아
108,1.0,22400,2018,12,11,1,0
218,1.0,26000,2018,12,12,1,0
81,1.0,31900,2018,12,13,1,0
101,1.0,35700,2018,12,14,1,0
139,1.0,32800,2018,12,15,1,0
195,1.0,25100,2018,12,19,1,0
143,1.0,51700,2018,12,24,1,0
196,1.0,42200,2018,12,28,1,0
450,1.0,55500,2018,12,31,1,0
608,1.0,49700,2019,1,11,1,0
390,1.0,50200,2019,1,12,1,0
49,1.0,36200,2019,1,15,1,0
136,1.0,31200,2019,1,16,1,0
1292,1.0,39900,2019,1,19,1,0
313,1.0,41300,2019,1,21,1,0
63,1.0,36700,2019,1,22,1,0
385,1.0,37900,2019,1,24,1,0
205,1.0,45000,2019,1,25,1,0
738,1.0,42200,2019,1,26,1,0
560,1.0,49400,2019,1,28,1,0
470,1.0,40100,2019,1,29,1,0
842,1.0,38600,2019,1,30,1,0
540,1.0,40400,2019,1,31,1,0
336,1.0,40600,2019,2,1,1,0
792,1.0,35000,2019,2,2,1,0
252,1.0,60700,2019,2,4,1,0
285,1.0,63000,2019,2,8,1,0
224,1.0,63600,2019,2,9,1,0
273,1.0,25100,2019,2,12,1,0
206,1.0,38600,2019,2,15,1,0
60,1.0,40600,2019,2,18,1,0
41,1.0,41500,2019,2,19,1,0
55,1.0,32700,2019,2,20,1,0
4,1.0,42000,2019,2,21,1,0
66,1.0,43900,2019,2,22,1,0
946,1.0,52900,2019,2,23,1,0
92,1.0,52200,2019,2,26,1,0
130,1.0,46500,2019,2,27,1,0
140,1.0,40800,2019,2,28,1,0
38,1.0,41500,2019,3,1,1,0
28,1.0,40400,2019,3,2,1,0
80,1.0,33700,2019,3,4,1,0
244,1.0,39300,2019,3,5,1,0
130,1.0,41900,2019,3,6,1,0
377,1.0,61000,2019,3,8,1,0
271,1.0,52900,2019,3,9,1,0
9,1.0,72000,2019,3,11,1,0
94,1.0,44600,2019,3,12,1,0
142,1.0,61100,2019,3,13,1,0
102,1.0,73400,2019,3,14,1,0
296,1.0,59300,2019,3,15,1,0
403,1.0,64600,2019,3,16,1,0
198,1.0,64500,2019,3,18,1,0
81,1.0,43700,2019,3,19,1,0
94,1.0,59100,2019,3,20,1,0
116,1.0,53100,2019,3,21,1,0
364,1.0,62300,2019,3,22,1,0
35,1.0,59500,2019,3,23,1,0
192,1.0,13700,2019,3,26,1,0
29,1.0,30600,2019,3,27,1,0
168,1.0,41600,2019,3,29,1,0
97,1.0,29400,2019,4,2,1,0
15,1.0,35600,2019,4,3,1,0
132,1.0,58400,2019,4,5,1,0
113,1.0,53800,2019,4,6,1,0
172,1.0,43100,2019,4,9,1,0
318,1.0,67800,2019,4,12,1,0
4,1.0,65000,2019,4,16,1,0
74,1.0,43200,2019,4,18,1,0
191,1.0,40400,2019,4,19,1,0
316,1.0,15600,2019,4,20,1,0
12,1.0,39700,2019,4,22,1,0
58,1.0,36800,2019,4,24,1,0
42,1.0,48700,2019,4,25,1,0
121,1.0,19700,2019,4,26,1,0
201,1.0,24500,2019,4,27,1,0
67,1.0,21600,2019,4,30,1,0
90,1.0,33400,2019,5,1,1,0
201,1.0,23600,2019,5,3,1,0
142,1.0,29000,2019,5,4,1,0
228,1.0,43500,2019,5,6,1,0
67,1.0,18400,2019,5,11,1,0
61,1.0,7700,2019,5,14,1,0
502,1.0,9800,2019,5,17,1,0
78,1.0,12700,2019,5,20,1,0
277,1.0,11900,2019,5,27,1,0
101,1.0,21700,2019,5,31,1,0
439,1.0,17400,2019,6,6,1,0
302,1.0,18500,2019,6,8,1,0
238,1.0,25900,2019,6,14,1,0
393,1.0,25600,2019,6,15,1,0
418,1.0,24400,2019,6,17,1,0
245,1.0,25100,2019,6,19,1,0
57,1.0,33400,2019,6,20,1,0
625,1.0,29900,2019,6,21,1,0
647,1.0,29800,2019,6,22,1,0
250,1.0,25700,2019,6,24,1,0
95,1.0,38500,2019,6,25,1,0
397,1.0,38300,2019,6,26,1,0
142,1.0,30100,2019,6,27,1,0
18,1.0,45000,2019,6,28,1,0
18,1.0,37400,2019,6,29,1,0
16,1.0,27100,2019,7,1,1,0
112,1.0,30700,2019,7,2,1,0
2,1.0,38500,2019,7,3,1,0
11,1.0,26500,2019,7,4,1,0
408,1.0,25600,2019,7,5,1,0
174,1.0,29800,2019,7,6,1,0
52,1.0,35700,2019,7,8,1,0
44,1.0,37800,2019,7,9,1,0
54,1.0,49800,2019,7,10,1,0
35,1.0,45100,2019,7,11,1,0
5,1.0,40000,2019,7,12,1,0
248,1.0,35700,2019,7,13,1,0
36,1.0,35400,2019,7,15,1,0
110,1.0,36000,2019,7,18,1,0
332,1.0,40900,2019,7,20,1,0
82,1.0,47700,2019,7,23,1,0
375,1.0,48000,2019,7,24,1,0
142,1.0,55000,2019,7,25,1,0
549,1.0,39500,2019,7,26,1,0
87,1.0,39700,2019,7,29,1,0
124,1.0,29500,2019,7,30,1,0
138,1.0,27800,2019,7,31,1,0
77,1.0,35300,2019,8,1,1,0
166,1.0,40100,2019,8,2,1,0
933,1.0,32900,2019,8,3,1,0
93,1.0,48400,2019,8,5,1,0
62,1.0,34600,2019,8,6,1,0
65,1.0,24600,2019,8,7,1,0
141,1.0,44500,2019,8,8,1,0
459,1.0,47900,2019,8,9,1,0
503,1.0,41500,2019,8,10,1,0
48,1.0,55500,2019,8,12,1,0
373,1.0,26500,2019,8,13,1,0
179,1.0,24200,2019,8,14,1,0
175,1.0,47400,2019,8,15,1,0
52,1.0,36600,2019,8,16,1,0
512,1.0,32100,2019,8,17,1,0
86,1.0,30000,2019,8,19,1,0
207,1.0,41300,2019,8,20,1,0
320,1.0,47700,2019,8,21,1,0
193,1.0,36900,2019,8,22,1,0
105,1.0,40700,2019,8,23,1,0
516,1.0,43800,2019,8,24,1,0
117,1.0,53100,2019,8,26,1,0
475,1.0,41000,2019,8,27,1,0
875,1.0,46600,2019,8,28,1,0
965,1.0,38300,2019,8,29,1,0
305,1.0,41500,2019,8,30,1,0
555,1.0,55800,2019,8,31,1,0
239,1.0,51200,2019,9,2,1,0
549,1.0,52400,2019,9,3,1,0
625,1.0,42400,2019,9,4,1,0
580,1.0,44700,2019,9,5,1,0
372,1.0,57300,2019,9,6,1,0
1181,1.0,49800,2019,9,7,1,0
862,1.0,55100,2019,9,9,1,0
902,1.0,50200,2019,9,10,1,0
68,1.0,27100,2019,9,11,1,0
99,1.0,46100,2019,9,12,1,0
238,1.0,24900,2019,9,20,1,0
157,1.0,23400,2019,10,1,1,0
44,1.0,27300,2019,10,3,1,0
41,1.0,30100,2019,10,5,1,0
348,1.0,39600,2019,10,9,1,0
91,1.0,45200,2019,10,19,1,0
147,1.0,32400,2019,10,21,1,0
105,1.0,40900,2019,10,26,1,0
66,1.0,31500,2019,10,29,1,0
221,1.0,38600,2019,10,31,1,0
239,1.0,46300,2019,11,1,1,0
156,1.0,32700,2019,11,5,1,0
105,1.0,39500,2019,11,6,1,0
223,1.0,43300,2019,11,13,1,0
66,1.0,30500,2019,11,19,1,0
130,1.0,39400,2019,11,20,1,0
154,1.0,45200,2019,11,22,1,0
286,1.0,32300,2019,11,23,1,0
214,1.0,33600,2019,11,25,1,0
171,1.0,35200,2019,11,27,1,0
223,1.0,33900,2019,11,28,1,0
226,1.0,35800,2019,11,29,1,0
263,1.0,49000,2019,12,7,1,0
294,1.0,42500,2019,12,10,1,0
348,1.0,43400,2019,12,14,1,0
122,1.0,40000,2019,12,16,1,0
603,1.0,51200,2019,12,17,1,0
90,1.0,55200,2019,12,18,1,0
94,1.0,56700,2019,12,19,1,0
445,1.0,54000,2019,12,20,1,0
1094,1.0,66000,2019,12,24,1,0
114,1.0,58900,2019,12,25,1,0
42,1.0,36600,2019,12,27,1,0
625,1.0,66400,2019,12,31,1,0
151,1.0,30100,2020,1,3,1,0
41,1.0,36200,2020,1,7,1,0
20,1.0,48200,2020,1,8,1,0
451,1.0,35800,2020,1,9,1,0
232,1.0,25800,2020,1,10,1,0
601,1.0,41800,2020,1,11,1,0
67,1.0,39000,2020,1,14,1,0
374,1.0,34600,2020,1,15,1,0
458,1.0,50600,2020,1,16,1,0
15,1.0,40300,2020,1,17,1,0
182,1.0,39200,2020,1,18,1,0
258,1.0,49000,2020,1,20,1,0
358,1.0,44700,2020,1,21,1,0
498,1.0,49000,2020,1,22,1,0
361,1.0,49200,2020,1,23,1,0
585,1.0,53800,2020,1,24,1,0
130,1.0,45700,2020,1,28,1,0
215,1.0,56000,2020,1,29,1,0
176,1.0,54400,2020,1,30,1,0
1057,1.0,46300,2020,1,31,1,0
865,1.0,31600,2020,2,1,1,0
182,1.0,33200,2020,2,3,1,0
298,1.0,27100,2020,2,4,1,0
210,1.0,26400,2020,2,5,1,0
262,1.0,34400,2020,2,6,1,0
33,1.0,37400,2020,2,7,1,0
260,1.0,54100,2020,2,8,1,0
1276,1.0,47200,2020,2,10,1,0
112,1.0,46100,2020,2,11,1,0
22,1.0,54200,2020,2,13,1,0
78,1.0,54600,2020,2,14,1,0
277,1.0,78300,2020,2,15,1,0
417,1.0,80800,2020,2,17,1,0
658,1.0,76000,2020,2,18,1,0
163,1.0,78700,2020,2,19,1,0
212,1.0,76300,2020,2,20,1,0
473,1.0,84600,2020,2,21,1,0
1186,1.0,65900,2020,2,22,1,0
354,1.0,71400,2020,2,24,1,0
346,1.0,61500,2020,2,25,1,0
639,1.0,33900,2020,2,27,1,0
529,1.0,32500,2020,2,28,1,0
618,1.0,35600,2020,2,29,1,0
200,1.0,40000,2020,3,3,1,0
28,1.0,43600,2020,3,4,1,0
79,1.0,41600,2020,3,5,1,0
139,1.0,54500,2020,3,7,1,0
341,1.0,43900,2020,3,11,1,0
15,1.0,58800,2020,3,17,1,0
65,1.0,48500,2020,3,18,1,0
24,1.0,57700,2020,3,19,1,0
348,1.0,56200,2020,3,20,1,0
222,1.0,32000,2020,3,21,1,0
161,1.0,37000,2020,3,25,1,0
8,1.0,37900,2020,3,26,1,0
60,1.0,43500,2020,3,27,1,0
8,1.0,56500,2020,3,28,1,0
3,1.0,58500,2020,3,31,1,0
217,1.0,11900,2020,4,1,1,0
34,1.0,24200,2020,4,2,1,0
146,1.0,35600,2020,4,3,1,0
160,1.0,11000,2020,4,4,1,0
7,1.0,42600,2020,4,6,1,0
106,1.0,19000,2020,4,7,1,0
258,1.0,28700,2020,4,8,1,0
18,1.0,26300,2020,4,9,1,0
29,1.0,48600,2020,4,10,1,0
437,1.0,42000,2020,4,11,1,0
126,1.0,45100,2020,4,15,1,0
25,1.0,36400,2020,4,16,1,0
90,1.0,26400,2020,4,17,1,0
5,1.0,42000,2020,4,29,1,0
282,1.0,27400,2020,5,2,1,0
190,1.0,36200,2020,5,9,1,0
376,1.0,37200,2020,5,12,1,0
215,1.0,29600,2020,5,13,1,0
12,1.0,35300,2020,5,14,1,0
5,1.0,35500,2020,5,18,1,0
175,1.0,27400,2020,5,19,1,0
79,1.0,35000,2020,5,20,1,0
189,1.0,34400,2020,5,21,1,0
67,1.0,30800,2020,5,22,1,0
74,1.0,33500,2020,5,26,1,0
18,1.0,39100,2020,5,28,1,0
170,1.0,50100,2020,5,30,1,0
63,1.0,34600,2020,6,2,1,0
259,1.0,30400,2020,6,3,1,0
81,1.0,19200,2020,6,4,1,0
407,1.0,23400,2020,6,5,1,0
217,1.0,18000,2020,6,6,1,0
434,1.0,25500,2020,6,8,1,0
150,1.0,32700,2020,6,9,1,0
94,1.0,39000,2020,6,10,1,0
229,1.0,29800,2020,6,12,1,0
116,1.0,27600,2020,6,13,1,0
15,1.0,39600,2020,6,15,1,0
197,1.0,17000,2020,6,16,1,0
98,1.0,18700,2020,6,17,1,0
359,1.0,19300,2020,6,18,1,0
154,1.0,23100,2020,6,19,1,0
122,1.0,24500,2020,6,20,1,0
259,1.0,18400,2020,6,22,1,0
249,1.0,18400,2020,6,23,1,0
41,1.0,12700,2020,6,24,1,0
426,1.0,12300,2020,6,25,1,0
338,1.0,21300,2020,6,26,1,0
238,1.0,41500,2020,6,27,1,0
454,1.0,32400,2020,6,29,1,0
135,1.0,41500,2020,6,30,1,0
32,1.0,52000,2020,7,1,1,0
445,1.0,37000,2020,7,2,1,0
22,1.0,50200,2020,7,3,1,0
104,1.0,55700,2020,7,4,1,0
3,1.0,45000,2020,7,6,1,0
507,1.0,21200,2020,7,7,1,0
474,1.0,22800,2020,7,8,1,0
152,1.0,33000,2020,7,9,1,0
449,1.0,19900,2020,7,10,1,0
166,1.0,28300,2020,7,11,1,0
47,1.0,25400,2020,7,13,1,0
614,1.0,25800,2020,7,14,1,0
587,1.0,16200,2020,7,15,1,0
237,1.0,25000,2020,7,16,1,0
178,1.0,33900,2020,7,17,1,0
210,1.0,38400,2020,7,18,1,0
212,1.0,46600,2020,7,20,1,0
390,1.0,44600,2020,7,21,1,0
306,1.0,42400,2020,7,22,1,0
301,1.0,43200,2020,7,23,1,0
494,1.0,44100,2020,7,24,1,0
424,1.0,35200,2020,7,27,1,0
462,1.0,32200,2020,7,28,1,0
117,1.0,47900,2020,7,29,1,0
280,1.0,36100,2020,7,30,1,0
427,1.0,37800,2020,7,31,1,0
411,1.0,39900,2020,8,1,1,0
197,1.0,39700,2020,8,3,1,0
490,1.0,34000,2020,8,4,1,0
150,1.0,41300,2020,8,5,1,0
322,1.0,55400,2020,8,6,1,0
948,1.0,48500,2020,8,7,1,0
639,1.0,55000,2020,8,8,1,0
150,1.0,58700,2020,8,10,1,0
490,1.0,51400,2020,8,11,1,0
538,1.0,52900,2020,8,12,1,0
717,1.0,46700,2020,8,13,1,0
1922,1.0,43400,2020,8,14,1,0
1059,1.0,37500,2020,8,15,1,0
513,1.0,43200,2020,8,17,1,0
42,1.0,38600,2020,8,18,1,0
692,1.0,48900,2020,8,19,1,0
904,1.0,45600,2020,8,20,1,0
898,1.0,30100,2020,8,21,1,0
1586,1.0,27300,2020,8,22,1,0
677,1.0,24800,2020,8,24,1,0
490,1.0,27500,2020,8,25,1,0
370,1.0,29700,2020,8,26,1,0
504,1.0,24600,2020,8,27,1,0
522,1.0,27500,2020,8,28,1,0
536,1.0,39800,2020,8,29,1,0
189,1.0,45900,2020,8,31,1,0
492,1.0,33800,2020,9,1,1,0
699,1.0,29900,2020,9,2,1,0
194,1.0,44400,2020,9,3,1,0
382,1.0,37600,2020,9,4,1,0
354,1.0,36800,2020,9,5,1,0
142,1.0,41700,2020,9,7,1,0
454,1.0,59500,2020,9,8,1,0
483,1.0,53400,2020,9,9,1,0
167,1.0,41900,2020,9,10,1,0
278,1.0,68200,2020,9,11,1,0
418,1.0,39500,2020,9,12,1,0
13,1.0,68000,2020,9,14,1,0
34,1.0,38700,2020,9,17,1,0
258,1.0,54000,2020,9,26,1,0
324,1.0,64700,2020,9,29,1,0
746,1.0,53200,2020,9,30,1,0
168,1.0,48200,2020,10,9,1,0
58,1.0,33700,2020,10,15,1,0
20,1.0,25400,2020,10,16,1,0
101,1.0,37900,2020,10,17,1,0
85,1.0,41500,2020,10,20,1,0
54,1.0,27800,2020,10,21,1,0
406,1.0,37700,2020,10,23,1,0
345,1.0,36400,2020,10,24,1,0
112,1.0,33400,2020,10,27,1,0
284,1.0,40500,2020,10,30,1,0
207,1.0,6700,2020,11,3,1,0
185,1.0,28600,2020,11,10,1,0
217,1.0,40900,2020,11,13,1,0
148,1.0,43700,2020,11,14,1,0
81,1.0,44700,2020,11,18,1,0
124,1.0,48400,2020,11,20,1,0
313,1.0,34900,2020,11,21,1,0
139,1.0,33700,2020,11,26,1,0
103,1.0,31500,2020,11,28,1,0
210,1.0,44300,2020,12,1,1,0
75,1.0,38600,2020,12,2,1,0
423,1.0,34900,2020,12,3,1,0
162,1.0,47200,2020,12,4,1,0
263,1.0,45500,2020,12,5,1,0
31,1.0,41600,2020,12,7,1,0
327,1.0,36600,2020,12,8,1,0
309,1.0,39000,2020,12,9,1,0
767,1.0,35900,2020,12,10,1,0
37,1.0,49500,2020,12,11,1,0
313,1.0,47500,2020,12,12,1,0
98,1.0,49000,2020,12,14,1,0
333,1.0,44600,2020,12,15,1,0
27,1.0,49700,2020,12,16,1,0
208,1.0,39700,2020,12,17,1,0
340,1.0,43400,2020,12,18,1,0
407,1.0,42100,2020,12,19,1,0
37,1.0,40200,2020,12,21,1,0
42,1.0,59700,2020,12,23,1,0
77,1.0,45000,2020,12,24,1,0
14,1.0,52000,2020,12,26,1,0
278,1.0,62900,2020,12,31,1,0
296,1.0,55100,2021,1,5,1,0
29,1.0,45800,2021,1,6,1,0
208,1.0,53700,2021,1,7,1,0
24,1.0,50600,2021,1,8,1,0
90,1.0,61200,2021,1,9,1,0
88,1.0,67100,2021,1,11,1,0
254,1.0,65100,2021,1,12,1,0
153,1.0,49800,2021,1,13,1,0
80,1.0,55500,2021,1,14,1,0
514,1.0,54400,2021,1,15,1,0
676,1.0,57100,2021,1,16,1,0
249,1.0,46300,2021,1,19,1,0
464,1.0,34600,2021,1,20,1,0
24,1.0,49400,2021,1,21,1,0
399,1.0,48900,2021,1,22,1,0
308,1.0,52900,2021,1,23,1,0
318,1.0,54500,2021,1,26,1,0
307,1.0,56200,2021,1,27,1,0
200,1.0,46400,2021,1,28,1,0
312,1.0,65100,2021,1,29,1,0
860,1.0,61800,2021,1,30,1,0
1045,1.0,54500,2021,2,1,1,0
509,1.0,50500,2021,2,2,1,0
208,1.0,45600,2021,2,3,1,0
392,1.0,44300,2021,2,4,1,0
329,1.0,48000,2021,2,5,1,0
1313,1.0,57900,2021,2,6,1,0
348,1.0,53100,2021,2,8,1,0
447,1.0,40900,2021,2,9,1,0
740,1.0,56300,2021,2,10,1,0
1138,1.0,51000,2021,2,11,1,0
192,1.0,27700,2021,2,15,1,0
37,1.0,45000,2021,2,17,1,0
216,1.0,73300,2021,2,18,1,0
397,1.0,72800,2021,2,19,1,0
646,1.0,70900,2021,2,20,1,0
95,1.0,55600,2021,2,22,1,0
3,1.0,80000,2021,2,23,1,0
87,1.0,64900,2021,2,24,1,0
9,1.0,49400,2021,2,26,1,0
736,1.0,88800,2021,2,27,1,0
179,1.0,59100,2021,3,3,1,0
127,1.0,86900,2021,3,6,1,0
510,1.0,75900,2021,3,9,1,0
142,1.0,75500,2021,3,10,1,0
259,1.0,45300,2021,3,11,1,0
358,1.0,73500,2021,3,12,1,0
807,1.0,71800,2021,3,13,1,0
41,1.0,91000,2021,3,15,1,0
139,1.0,77200,2021,3,16,1,0
24,1.0,85400,2021,3,18,1,0
402,1.0,87100,2021,3,19,1,0
552,1.0,90700,2021,3,20,1,0
157,1.0,36700,2021,3,23,1,0
190,1.0,59500,2021,3,24,1,0
166,1.0,41200,2021,3,25,1,0
215,1.0,44400,2021,3,26,1,0
1052,1.0,64400,2021,3,27,1,0
374,1.0,38600,2021,4,2,1,0
1426,1.0,49200,2021,4,3,1,0
378,1.0,34800,2021,4,5,1,0
278,1.0,37900,2021,4,6,1,0
311,1.0,42700,2021,4,7,1,0
356,1.0,46100,2021,4,8,1,0
77,1.0,63600,2021,4,13,1,0
16,1.0,19000,2021,4,14,1,0
147,1.0,79800,2021,4,16,1,0
183,1.0,56200,2021,4,17,1,0
160,1.0,28300,2021,4,20,1,0
309,1.0,21600,2021,4,21,1,0
76,1.0,22900,2021,4,27,1,0
349,1.0,44500,2021,4,29,1,0
560,1.0,42400,2021,4,30,1,0
988,1.0,30000,2021,5,1,1,0
105,1.0,36500,2021,5,4,1,0
304,1.0,39500,2021,5,5,1,0
421,1.0,33100,2021,5,7,1,0
64,1.0,34200,2021,5,8,1,0
329,1.0,31900,2021,5,11,1,0
249,1.0,26500,2021,5,12,1,0
32,1.0,40400,2021,5,13,1,0
35,1.0,19200,2021,5,15,1,0
75,1.0,25300,2021,5,18,1,0
403,1.0,18200,2021,5,19,1,0
147,1.0,27900,2021,5,21,1,0
465,1.0,12000,2021,5,22,1,0
20,1.0,18500,2021,5,24,1,0
14,1.0,19000,2021,5,25,1,0
9,1.0,15000,2021,5,26,1,0
124,1.0,29400,2021,5,28,1,0
331,1.0,31800,2021,5,29,1,0
25,1.0,35000,2021,5,31,1,0
196,1.0,30600,2021,6,1,1,0
216,1.0,26900,2021,6,2,1,0
197,1.0,23900,2021,6,3,1,0
446,1.0,29600,2021,6,4,1,0
213,1.0,22600,2021,6,5,1,0
248,1.0,18000,2021,6,7,1,0
134,1.0,29300,2021,6,8,1,0
367,1.0,38100,2021,6,9,1,0
131,1.0,42100,2021,6,10,1,0
143,1.0,28900,2021,6,11,1,0
472,1.0,44900,2021,6,12,1,0
200,1.0,33900,2021,6,14,1,0
358,1.0,28800,2021,6,15,1,0
317,1.0,30600,2021,6,16,1,0
175,1.0,30400,2021,6,17,1,0
352,1.0,31400,2021,6,18,1,0
804,1.0,37300,2021,6,19,1,0
216,1.0,31600,2021,6,21,1,0
418,1.0,28500,2021,6,22,1,0
217,1.0,28100,2021,6,23,1,0
279,1.0,38500,2021,6,24,1,0
500,1.0,42100,2021,6,25,1,0
636,1.0,32000,2021,6,26,1,0
50,1.0,37100,2021,6,29,1,0
305,1.0,30000,2021,6,30,1,0
85,1.0,40200,2021,7,1,1,0
425,1.0,50100,2021,7,2,1,0
677,1.0,38300,2021,7,3,1,0
181,1.0,39000,2021,7,6,1,0
30,1.0,52100,2021,7,8,1,0
47,1.0,43900,2021,7,9,1,0
763,1.0,60600,2021,7,10,1,0
185,1.0,43600,2021,7,13,1,0
359,1.0,40600,2021,7,14,1,0
215,1.0,36500,2021,7,15,1,0
414,1.0,63600,2021,7,16,1,0
402,1.0,66600,2021,7,17,1,0
214,1.0,43700,2021,7,19,1,0
529,1.0,47400,2021,7,20,1,0
57,1.0,39500,2021,7,21,1,0
287,1.0,50500,2021,7,22,1,0
11,1.0,48600,2021,7,23,1,0
421,1.0,52400,2021,7,24,1,0
385,1.0,62700,2021,7,27,1,0
332,1.0,67400,2021,7,28,1,0
230,1.0,67400,2021,7,29,1,0
662,1.0,76200,2021,7,30,1,0
143,1.0,46500,2021,8,2,1,0
76,1.0,49400,2021,8,3,1,0
1022,1.0,56000,2021,8,4,1,0
156,1.0,40100,2021,8,5,1,0
894,1.0,54600,2021,8,6,1,0
629,1.0,63300,2021,8,7,1,0
178,1.0,34800,2021,8,9,1,0
107,1.0,40800,2021,8,10,1,0
284,1.0,43400,2021,8,11,1,0
300,1.0,67500,2021,8,12,1,0
551,1.0,55200,2021,8,13,1,0
887,1.0,38100,2021,8,14,1,0
86,1.0,54100,2021,8,16,1,0
42,1.0,33700,2021,8,17,1,0
395,1.0,37800,2021,8,18,1,0
420,1.0,41500,2021,8,19,1,0
196,1.0,58700,2021,8,20,1,0
502,1.0,54600,2021,8,21,1,0
151,1.0,51500,2021,8,24,1,0
1012,1.0,58000,2021,8,25,1,0
642,1.0,45400,2021,8,26,1,0
735,1.0,58700,2021,8,27,1,0
568,1.0,40900,2021,8,28,1,0
369,1.0,46800,2021,8,31,1,0
123,1.0,43800,2021,9,1,1,0
272,1.0,58100,2021,9,2,1,0
371,1.0,58500,2021,9,3,1,0
1029,1.0,61600,2021,9,4,1,0
36,1.0,60600,2021,9,6,1,0
304,1.0,63700,2021,9,7,1,0
838,1.0,69300,2021,9,8,1,0
554,1.0,73100,2021,9,9,1,0
524,1.0,73000,2021,9,10,1,0
688,1.0,70400,2021,9,11,1,0
28,1.0,35200,2021,9,14,1,0
115,1.0,48700,2021,9,16,1,0
299,1.0,60500,2021,9,24,1,0
158,1.0,75600,2021,9,25,1,0
288,1.0,74100,2021,10,9,1,0
133,1.0,73300,2021,10,11,1,0
333,1.0,71900,2021,10,16,1,0
14,1.0,34000,2021,10,26,1,0
288,1.0,75800,2021,10,29,1,0
125,1.0,82300,2021,10,30,1,0
240,1.0,44100,2021,11,2,1,0
104,1.0,4000,2021,11,3,1,0
38,1.0,58000,2021,11,4,1,0
158,1.0,85700,2021,11,5,1,0
282,1.0,76300,2021,11,6,1,0
99,1.0,85000,2021,11,12,1,0
213,1.0,72100,2021,11,13,1,0
333,1.0,31300,2021,11,15,1,0
111,1.0,89000,2021,11,16,1,0
161,1.0,87100,2021,11,17,1,0
182,1.0,68700,2021,11,19,1,0
157,1.0,57200,2021,11,20,1,0
164,1.0,48300,2021,11,23,1,0
72,1.0,1500,2021,11,24,1,0
157,1.0,44100,2021,11,26,1,0
374,1.0,42500,2021,11,27,1,0
162,1.0,82300,2021,12,8,1,0
151,1.0,77400,2021,12,9,1,0
122,1.0,75700,2021,12,11,1,0
149,1.0,74200,2021,12,18,1,0
130,1.0,83400,2021,12,21,1,0
296,1.0,86500,2021,12,23,1,0
83,1.0,69100,2021,12,25,1,0
76,1.0,71500,2021,12,31,1,0
