amount,weight,avg_price,yyyy,mm,dd,origin_부산(기장),origin_삼천포,origin_안흥,origin_제주도,origin_포항,standard_18미,standard_20미,standard_28미,standard_중
5138,90,13.0,50000,2018,7,26,1,0,0,0,0,1,0,0,0
5139,246,13.0,40700,2018,7,26,1,0,0,0,0,0,1,0,0
5143,775,13.0,16900,2018,7,26,1,0,0,0,0,0,0,1,0
5146,28,13.0,25000,2018,7,26,0,0,0,1,0,0,0,0,1
5147,7,18.0,25000,2018,7,26,0,0,0,1,0,0,0,0,1
5150,129,13.0,47300,2018,7,27,1,0,0,0,0,0,1,0,0
5151,249,13.0,14000,2018,7,27,1,0,0,0,0,0,0,1,0
5152,17,18.0,28200,2018,7,27,0,0,0,1,0,0,0,0,1
5158,39,13.0,65000,2018,7,30,0,0,0,1,0,0,0,0,1
5159,16,18.0,30000,2018,7,30,0,0,0,1,0,0,0,0,1
5161,14,13.0,40000,2018,7,31,1,0,0,0,0,0,1,0,0
5163,47,13.0,52700,2018,7,31,0,0,0,1,0,0,0,0,1
5164,2,16.0,40000,2018,7,31,0,0,0,1,0,0,0,0,1
5167,26,10.0,46300,2018,8,1,0,0,0,1,0,0,1,0,0
5168,3,18.0,30000,2018,8,1,0,0,0,1,0,0,0,0,1
5171,80,13.0,55000,2018,8,2,1,0,0,0,0,0,1,0,0
5173,1,13.0,50000,2018,8,2,0,0,0,1,0,1,0,0,0
5174,3,13.0,45000,2018,8,2,0,0,0,1,0,0,1,0,0
5177,57,13.0,60900,2018,8,2,0,0,0,1,0,0,0,0,1
5178,2,17.0,50000,2018,8,2,0,0,0,1,0,0,0,0,1
5179,9,18.0,30000,2018,8,2,0,0,0,1,0,0,0,0,1
5186,40,13.0,50000,2018,8,3,1,0,0,0,0,1,0,0,0
5187,312,13.0,42700,2018,8,3,1,0,0,0,0,0,1,0,0
5190,733,13.0,15000,2018,8,3,1,0,0,0,0,0,0,1,0
5195,6,13.0,30000,2018,8,3,0,0,0,1,0,1,0,0,0
5197,34,13.0,45000,2018,8,4,1,0,0,0,0,1,0,0,0
5198,184,13.0,29600,2018,8,4,1,0,0,0,0,0,1,0,0
5200,409,13.0,19000,2018,8,4,1,0,0,0,0,0,0,1,0
5202,128,13.0,20000,2018,8,4,1,0,0,0,0,0,0,0,1
5207,39,13.0,53000,2018,8,4,0,0,0,1,0,0,0,0,1
5208,100,13.0,47800,2018,8,6,1,0,0,0,0,1,0,0,0
5209,44,10.0,30000,2018,8,6,1,0,0,0,0,0,1,0,0
5210,255,13.0,26100,2018,8,6,1,0,0,0,0,0,1,0,0
5213,940,13.0,12100,2018,8,6,1,0,0,0,0,0,0,1,0
5216,57,13.0,44400,2018,8,6,0,0,0,1,0,0,0,0,1
5223,41,13.0,40000,2018,8,7,1,0,0,0,0,1,0,0,0
5224,465,13.0,28700,2018,8,7,1,0,0,0,0,0,1,0,0
5226,1180,13.0,12500,2018,8,7,1,0,0,0,0,0,0,1,0
5230,140,13.0,50000,2018,8,8,1,0,0,0,0,1,0,0,0
5231,153,13.0,23800,2018,8,8,1,0,0,0,0,0,1,0,0
5233,444,13.0,13400,2018,8,8,1,0,0,0,0,0,0,1,0
5234,34,13.0,22000,2018,8,8,0,0,0,1,0,1,0,0,0
5235,19,13.0,18000,2018,8,8,0,0,0,1,0,0,1,0,0
5236,79,13.0,42000,2018,8,8,0,0,0,1,0,0,0,0,1
5237,4,18.0,30000,2018,8,8,0,0,0,1,0,0,0,0,1
5240,156,13.0,29000,2018,8,9,1,0,0,0,0,0,1,0,0
5243,939,13.0,12500,2018,8,9,1,0,0,0,0,0,0,1,0
5247,241,13.0,47000,2018,8,10,1,0,0,0,0,1,0,0,0
5248,168,13.0,30400,2018,8,10,1,0,0,0,0,0,1,0,0
5251,562,13.0,12200,2018,8,10,1,0,0,0,0,0,0,1,0
5253,70,13.0,30700,2018,8,10,1,0,0,0,0,0,0,0,1
5254,115,13.0,38400,2018,8,10,0,0,0,1,0,0,0,0,1
5255,14,18.0,10000,2018,8,10,0,0,0,1,0,0,0,0,1
5261,92,13.0,50000,2018,8,11,1,0,0,0,0,1,0,0,0
5262,188,13.0,32100,2018,8,11,1,0,0,0,0,0,1,0,0
5264,783,13.0,12000,2018,8,11,1,0,0,0,0,0,0,1,0
5267,172,13.0,45000,2018,8,13,1,0,0,0,0,1,0,0,0
5268,175,13.0,26200,2018,8,13,1,0,0,0,0,0,1,0,0
5271,551,13.0,12200,2018,8,13,1,0,0,0,0,0,0,1,0
5272,80,13.0,37000,2018,8,13,1,0,0,0,0,0,0,0,1
5274,95,13.0,30500,2018,8,13,0,0,0,1,0,0,0,0,1
5278,119,13.0,30900,2018,8,14,1,0,0,0,0,0,1,0,0
5279,515,13.0,15600,2018,8,14,1,0,0,0,0,0,0,1,0
5280,100,15.0,16000,2018,8,14,1,0,0,0,0,0,0,1,0
5281,7,13.0,20000,2018,8,14,0,0,0,1,0,0,0,0,1
5285,61,13.0,40000,2018,8,15,1,0,0,0,0,1,0,0,0
5286,37,10.0,40000,2018,8,15,1,0,0,0,0,0,1,0,0
5287,265,13.0,37800,2018,8,15,1,0,0,0,0,0,1,0,0
5288,107,10.0,20000,2018,8,15,1,0,0,0,0,0,0,1,0
5289,677,13.0,20000,2018,8,15,1,0,0,0,0,0,0,1,0
5290,21,13.0,60000,2018,8,15,1,0,0,0,0,0,0,0,1
5294,150,13.0,50000,2018,8,16,1,0,0,0,0,1,0,0,0
5295,281,13.0,28600,2018,8,16,1,0,0,0,0,0,1,0,0
5300,207,13.0,17700,2018,8,16,1,0,0,0,0,0,0,0,1
5309,90,13.0,41700,2018,8,17,1,0,0,0,0,1,0,0,0
5310,393,13.0,29400,2018,8,17,1,0,0,0,0,0,1,0,0
5312,2064,13.0,13700,2018,8,17,1,0,0,0,0,0,0,1,0
5316,1,10.0,30000,2018,8,17,0,0,0,1,0,0,0,0,1
5317,18,18.0,30000,2018,8,17,0,0,0,1,0,0,0,0,1
5321,226,13.0,30000,2018,8,18,1,0,0,0,0,0,1,0,0
5322,386,13.0,12500,2018,8,18,1,0,0,0,0,0,0,1,0
5323,150,13.0,14000,2018,8,18,1,0,0,0,0,0,0,0,1
5325,293,13.0,15000,2018,8,18,0,1,0,0,0,0,0,1,0
5328,87,10.0,50000,2018,8,20,1,0,0,0,0,1,0,0,0
5329,202,10.0,37500,2018,8,20,1,0,0,0,0,0,1,0,0
5331,1673,10.0,15500,2018,8,20,1,0,0,0,0,0,0,1,0
5334,340,10.0,48200,2018,8,21,1,0,0,0,0,1,0,0,0
5335,40,10.0,31900,2018,8,21,1,0,0,0,0,0,1,0,0
5336,76,15.0,35000,2018,8,21,1,0,0,0,0,0,1,0,0
5339,755,10.0,12000,2018,8,21,1,0,0,0,0,0,0,1,0
5341,3,15.0,30000,2018,8,21,0,0,0,1,0,0,0,0,1
5347,178,10.0,36800,2018,8,22,1,0,0,0,0,1,0,0,0
5348,615,10.0,22700,2018,8,22,1,0,0,0,0,0,1,0,0
5351,714,10.0,13300,2018,8,22,1,0,0,0,0,0,0,1,0
5354,27,10.0,30000,2018,8,22,0,0,0,1,0,0,0,0,1
5357,109,10.0,65000,2018,8,23,1,0,0,0,0,1,0,0,0
5358,353,10.0,47300,2018,8,23,1,0,0,0,0,0,1,0,0
5361,311,10.0,15700,2018,8,23,1,0,0,0,0,0,0,1,0
5366,124,10.0,51600,2018,8,24,1,0,0,0,0,0,1,0,0
5369,594,10.0,21000,2018,8,24,1,0,0,0,0,0,0,1,0
5373,10,13.0,35000,2018,8,27,1,0,0,0,0,0,1,0,0
5375,280,13.0,18000,2018,8,27,1,0,0,0,0,0,0,1,0
5376,70,10.0,45000,2018,8,27,0,0,0,1,0,0,0,0,1
5377,350,13.0,40600,2018,8,27,0,0,0,1,0,0,0,0,1
5385,34,13.0,70000,2018,8,28,1,0,0,0,0,1,0,0,0
5386,35,13.0,60000,2018,8,28,1,0,0,0,0,0,1,0,0
5388,95,13.0,28000,2018,8,28,1,0,0,0,0,0,0,1,0
5390,220,13.0,12000,2018,8,28,1,0,0,0,0,0,0,0,1
5391,30,13.0,50000,2018,8,28,0,0,0,1,0,1,0,0,0
5393,149,13.0,44500,2018,8,28,0,0,0,1,0,0,0,0,1
5394,24,18.0,30000,2018,8,28,0,0,0,1,0,0,0,0,1
5403,1,10.0,30000,2018,8,29,0,0,0,1,0,0,0,0,1
5404,80,13.0,47900,2018,8,29,0,0,0,1,0,0,0,0,1
5421,186,13.0,52300,2018,8,30,0,0,0,1,0,0,0,0,1
5422,31,18.0,30000,2018,8,30,0,0,0,1,0,0,0,0,1
5426,300,13.0,56300,2018,8,31,1,0,0,0,0,0,1,0,0
5433,46,13.0,48000,2018,8,31,0,0,0,1,0,0,0,0,1
5438,70,13.0,68000,2018,9,1,1,0,0,0,0,1,0,0,0
5439,546,13.0,38200,2018,9,1,1,0,0,0,0,0,1,0,0
5443,1406,13.0,21600,2018,9,1,1,0,0,0,0,0,0,1,0
5448,220,13.0,18300,2018,9,1,0,0,0,1,0,0,0,0,1
5452,226,13.0,33800,2018,9,3,1,0,0,0,0,0,1,0,0
5454,1298,13.0,15500,2018,9,3,1,0,0,0,0,0,0,1,0
5455,179,13.0,45000,2018,9,3,0,0,0,1,0,0,1,0,0
5458,20,13.0,25300,2018,9,3,0,0,0,1,0,0,0,0,1
5468,1054,13.0,30300,2018,9,4,1,0,0,0,0,0,1,0,0
5470,1703,13.0,13900,2018,9,4,1,0,0,0,0,0,0,1,0
5471,108,13.0,47900,2018,9,4,1,0,0,0,0,0,0,0,1
5475,10,13.0,11000,2018,9,4,0,0,0,1,0,1,0,0,0
5478,9,13.0,11000,2018,9,4,0,0,0,1,0,0,0,0,1
5479,3,18.0,30000,2018,9,4,0,0,0,1,0,0,0,0,1
5485,685,13.0,32700,2018,9,5,1,0,0,0,0,0,1,0,0
5487,1020,13.0,12800,2018,9,5,1,0,0,0,0,0,0,1,0
5488,2,13.0,8000,2018,9,5,0,0,0,1,0,1,0,0,0
5489,2,7.0,9000,2018,9,5,0,0,0,1,0,0,0,0,1
5493,227,13.0,50000,2018,9,6,1,0,0,0,0,1,0,0,0
5494,679,13.0,27600,2018,9,6,1,0,0,0,0,0,1,0,0
5496,509,13.0,16600,2018,9,6,1,0,0,0,0,0,0,1,0
5497,2,13.0,30000,2018,9,6,0,0,0,1,0,0,0,0,1
5501,783,13.0,24100,2018,9,7,1,0,0,0,0,0,1,0,0
5503,659,13.0,13300,2018,9,7,1,0,0,0,0,0,0,1,0
5506,6,18.0,30000,2018,9,7,0,0,0,1,0,0,0,0,1
5509,108,13.0,50000,2018,9,8,1,0,0,0,0,1,0,0,0
5510,292,13.0,27600,2018,9,8,1,0,0,0,0,0,1,0,0
5512,1401,13.0,13800,2018,9,8,1,0,0,0,0,0,0,1,0
5513,149,13.0,50000,2018,9,10,1,0,0,0,0,1,0,0,0
5514,430,13.0,24300,2018,9,10,1,0,0,0,0,0,1,0,0
5517,1616,13.0,13600,2018,9,10,1,0,0,0,0,0,0,1,0
5520,440,13.0,27300,2018,9,11,1,0,0,0,0,0,1,0,0
5521,2526,13.0,13200,2018,9,11,1,0,0,0,0,0,0,1,0
5524,50,13.0,60000,2018,9,12,1,0,0,0,0,1,0,0,0
5525,7,13.0,50000,2018,9,12,1,0,0,0,0,0,1,0,0
5527,150,13.0,20000,2018,9,12,1,0,0,0,0,0,0,1,0
5534,820,13.0,28700,2018,9,13,1,0,0,0,0,0,1,0,0
5537,883,13.0,16400,2018,9,13,1,0,0,0,0,0,0,1,0
5542,1,13.0,30000,2018,9,13,1,0,0,0,0,0,0,0,1
5544,106,13.0,50000,2018,9,14,1,0,0,0,0,1,0,0,0
5545,180,13.0,35600,2018,9,14,1,0,0,0,0,0,1,0,0
5546,1881,13.0,15300,2018,9,14,1,0,0,0,0,0,0,1,0
5550,52,13.0,57500,2018,9,15,1,0,0,0,0,1,0,0,0
5551,30,13.0,50000,2018,9,15,1,0,0,0,0,0,1,0,0
5554,1280,13.0,16100,2018,9,15,1,0,0,0,0,0,0,1,0
5557,51,13.0,41100,2018,9,17,1,0,0,0,0,1,0,0,0
5558,619,13.0,27700,2018,9,17,1,0,0,0,0,0,1,0,0
5561,1438,13.0,13500,2018,9,17,1,0,0,0,0,0,0,1,0
5564,7,10.0,10000,2018,9,17,0,0,0,1,0,0,0,0,1
5571,23,13.0,60000,2018,9,18,1,0,0,0,0,1,0,0,0
5572,336,13.0,39300,2018,9,18,1,0,0,0,0,0,1,0,0
5577,61,13.0,33000,2018,9,19,1,0,0,0,0,1,0,0,0
5578,79,13.0,24100,2018,9,19,1,0,0,0,0,0,1,0,0
5580,591,13.0,16400,2018,9,19,1,0,0,0,0,0,0,1,0
5583,19,13.0,30000,2018,9,19,1,0,0,0,0,0,0,0,1
5594,243,13.0,37100,2018,9,20,1,0,0,0,0,0,1,0,0
5596,776,13.0,12100,2018,9,20,1,0,0,0,0,0,0,1,0
5600,50,13.0,35000,2018,9,21,1,0,0,0,0,1,0,0,0
5601,398,13.0,37500,2018,9,21,1,0,0,0,0,0,1,0,0
5603,82,13.0,49000,2018,9,21,1,0,0,0,0,0,0,0,1
5604,2,13.0,20000,2018,9,21,0,0,0,1,0,0,0,0,1
5607,34,13.0,30000,2018,9,22,1,0,0,0,0,0,1,0,0
5612,150,13.0,25000,2018,9,27,1,0,0,0,0,0,0,1,0
5624,100,13.0,22000,2018,9,28,1,0,0,0,0,0,0,1,0
5632,57,13.0,46500,2018,10,1,1,0,0,0,0,0,1,0,0
5635,548,13.0,21100,2018,10,1,1,0,0,0,0,0,0,1,0
5637,6,13.0,20000,2018,10,1,0,0,1,0,0,1,0,0,0
5639,2,13.0,20000,2018,10,1,0,0,1,0,0,0,0,1,0
5642,5,10.0,28000,2018,10,1,0,0,0,1,0,0,0,0,1
5648,50,13.0,60000,2018,10,2,1,0,0,0,0,1,0,0,0
5649,357,13.0,41600,2018,10,2,1,0,0,0,0,0,1,0,0
5653,1220,13.0,25100,2018,10,2,1,0,0,0,0,0,0,1,0
5656,1,13.0,20000,2018,10,2,0,0,0,1,0,0,1,0,0
5661,33,13.0,40000,2018,10,3,1,0,0,0,0,1,0,0,0
5662,223,13.0,47800,2018,10,3,1,0,0,0,0,0,1,0,0
5664,152,13.0,24000,2018,10,3,1,0,0,0,0,0,0,1,0
5669,332,13.0,40900,2018,10,4,1,0,0,0,0,0,1,0,0
5672,300,13.0,20000,2018,10,4,1,0,0,0,0,0,0,1,0
5673,43,13.0,15000,2018,10,4,1,0,0,0,0,0,0,0,1
5676,22,18.0,30000,2018,10,4,0,0,0,1,0,0,0,0,1
5685,503,13.0,37700,2018,10,5,1,0,0,0,0,0,1,0,0
5689,950,13.0,18400,2018,10,5,1,0,0,0,0,0,0,1,0
5695,11,10.0,9700,2018,10,5,0,0,0,1,0,0,0,0,1
5696,34,18.0,30000,2018,10,5,0,0,0,1,0,0,0,0,1
5698,408,13.0,37800,2018,10,6,1,0,0,0,0,0,1,0,0
5700,1659,13.0,15600,2018,10,6,1,0,0,0,0,0,0,1,0
5701,420,13.0,17100,2018,10,8,1,0,0,0,0,0,0,1,0
5709,528,13.0,24600,2018,10,9,1,0,0,0,0,0,1,0,0
5712,1054,13.0,13600,2018,10,9,1,0,0,0,0,0,0,1,0
5714,1,13.0,10000,2018,10,9,0,0,0,1,0,1,0,0,0
5715,1,13.0,10000,2018,10,9,0,0,0,1,0,0,1,0,0
5717,2,13.0,30000,2018,10,9,0,0,0,1,0,0,0,0,1
5719,197,13.0,35100,2018,10,10,1,0,0,0,0,0,1,0,0
5723,1240,13.0,16800,2018,10,10,1,0,0,0,0,0,0,1,0
5724,1,13.0,10000,2018,10,10,1,0,0,0,0,0,0,0,1
5728,4,13.0,30000,2018,10,10,0,0,0,1,0,0,0,0,1
5733,211,13.0,47100,2018,10,11,1,0,0,0,0,0,1,0,0
5736,686,13.0,16000,2018,10,11,1,0,0,0,0,0,0,1,0
5738,2,13.0,8000,2018,10,11,0,0,0,1,0,1,0,0,0
5740,1,13.0,30000,2018,10,11,0,0,0,1,0,0,0,0,1
5745,71,13.0,47200,2018,10,12,1,0,0,0,0,0,1,0,0
5748,904,13.0,16000,2018,10,12,1,0,0,0,0,0,0,1,0
5753,524,13.0,37000,2018,10,13,1,0,0,0,0,0,1,0,0
5756,1663,13.0,16000,2018,10,13,1,0,0,0,0,0,0,1,0
5758,27,13.0,40000,2018,10,13,1,0,0,0,0,0,0,0,1
5759,3,18.0,30000,2018,10,13,0,0,0,1,0,0,0,0,1
5762,90,13.0,36400,2018,10,15,1,0,0,0,0,0,1,0,0
5763,1605,13.0,13300,2018,10,15,1,0,0,0,0,0,0,1,0
5774,226,13.0,41900,2018,10,16,1,0,0,0,0,0,1,0,0
5776,1163,13.0,17800,2018,10,16,1,0,0,0,0,0,0,1,0
5777,3,13.0,30000,2018,10,16,0,0,0,1,0,0,0,0,1
5781,71,13.0,52200,2018,10,17,1,0,0,0,0,0,1,0,0
5784,570,13.0,19300,2018,10,17,1,0,0,0,0,0,0,1,0
5786,17,13.0,50000,2018,10,18,1,0,0,0,0,1,0,0,0
5787,243,13.0,34000,2018,10,18,1,0,0,0,0,0,1,0,0
5791,445,13.0,17200,2018,10,18,1,0,0,0,0,0,0,1,0
5798,24,13.0,44000,2018,10,19,1,0,0,0,0,1,0,0,0
5799,198,13.0,41300,2018,10,19,1,0,0,0,0,0,1,0,0
5810,293,13.0,33700,2018,10,20,1,0,0,0,0,0,1,0,0
5814,265,13.0,15800,2018,10,20,1,0,0,0,0,0,0,1,0
5819,374,13.0,35500,2018,10,22,1,0,0,0,0,0,1,0,0
5823,1659,13.0,18200,2018,10,22,1,0,0,0,0,0,0,1,0
5830,259,13.0,39100,2018,10,23,1,0,0,0,0,0,1,0,0
5833,335,13.0,19300,2018,10,23,1,0,0,0,0,0,0,1,0
5836,18,13.0,30000,2018,10,23,1,0,0,0,0,0,0,0,1
5842,110,10.0,40000,2018,10,24,1,0,0,0,0,0,1,0,0
5843,75,13.0,60000,2018,10,24,1,0,0,0,0,0,1,0,0
5846,300,13.0,23300,2018,10,24,1,0,0,0,0,0,0,1,0
5852,121,13.0,45000,2018,10,25,1,0,0,0,0,0,1,0,0
5853,437,13.0,25000,2018,10,25,1,0,0,0,0,0,0,1,0
5854,4,13.0,20000,2018,10,25,0,0,0,1,0,0,0,0,1
5859,2,13.0,20000,2018,10,26,0,0,0,1,0,0,0,0,1
5863,25,13.0,36200,2018,10,27,0,0,0,1,0,0,0,0,1
5866,21,13.0,13000,2018,10,29,0,0,0,0,1,0,0,0,1
5872,21,13.0,10000,2018,10,30,0,0,0,0,1,0,0,0,1
5873,125,10.0,35000,2018,10,31,1,0,0,0,0,0,1,0,0
5874,559,13.0,38100,2018,10,31,1,0,0,0,0,0,1,0,0
5878,1192,13.0,21000,2018,10,31,1,0,0,0,0,0,0,1,0
5880,31,13.0,30000,2018,10,31,1,0,0,0,0,0,0,0,1
5881,161,10.0,40000,2018,11,1,1,0,0,0,0,0,1,0,0
5882,238,13.0,47400,2018,11,1,1,0,0,0,0,0,1,0,0
5888,1566,13.0,18900,2018,11,1,1,0,0,0,0,0,0,1,0
5892,260,13.0,36700,2018,11,2,1,0,0,0,0,0,1,0,0
5895,775,13.0,19400,2018,11,2,1,0,0,0,0,0,0,1,0
5898,61,13.0,28200,2018,11,2,1,0,0,0,0,0,0,0,1
5900,52,13.0,49200,2018,11,3,1,0,0,0,0,0,1,0,0
5902,959,13.0,16800,2018,11,3,1,0,0,0,0,0,0,1,0
5910,425,13.0,20000,2018,11,5,1,0,0,0,0,0,0,1,0
5911,69,13.0,55000,2018,11,5,0,1,0,0,0,0,1,0,0
5912,400,13.0,20000,2018,11,5,0,1,0,0,0,0,0,1,0
5921,179,13.0,38000,2018,11,6,1,0,0,0,0,0,1,0,0
5923,250,13.0,20000,2018,11,6,1,0,0,0,0,0,0,1,0
5928,149,10.0,45000,2018,11,7,1,0,0,0,0,1,0,0,0
5929,312,13.0,35600,2018,11,7,1,0,0,0,0,0,1,0,0
5933,753,13.0,21600,2018,11,7,1,0,0,0,0,0,0,1,0
5939,23,10.0,62000,2018,11,8,1,0,0,0,0,1,0,0,0
5940,141,10.0,40000,2018,11,8,1,0,0,0,0,0,1,0,0
5941,291,13.0,49100,2018,11,8,1,0,0,0,0,0,1,0,0
5943,680,13.0,21000,2018,11,8,1,0,0,0,0,0,0,1,0
5945,50,13.0,35000,2018,11,9,1,0,0,0,0,0,1,0,0
5946,661,13.0,19600,2018,11,9,1,0,0,0,0,0,0,1,0
5951,381,13.0,42800,2018,11,10,1,0,0,0,0,0,1,0,0
5952,1421,13.0,17800,2018,11,10,1,0,0,0,0,0,0,1,0
5955,32,13.0,30000,2018,11,10,1,0,0,0,0,0,0,0,1
5960,83,13.0,50900,2018,11,12,1,0,0,0,0,1,0,0,0
5961,244,13.0,34800,2018,11,12,1,0,0,0,0,0,1,0,0
5963,141,13.0,30000,2018,11,12,1,0,0,0,0,0,0,1,0
5968,333,13.0,40700,2018,11,13,1,0,0,0,0,0,1,0,0
5977,9,13.0,65000,2018,11,14,1,0,0,0,0,1,0,0,0
5978,170,13.0,54400,2018,11,14,1,0,0,0,0,0,1,0,0
5979,946,13.0,30000,2018,11,14,1,0,0,0,0,0,0,1,0
5986,40,13.0,55000,2018,11,15,1,0,0,0,0,1,0,0,0
5987,342,13.0,42000,2018,11,15,1,0,0,0,0,0,1,0,0
5990,417,13.0,23500,2018,11,15,1,0,0,0,0,0,0,1,0
5993,12,13.0,30000,2018,11,15,1,0,0,0,0,0,0,0,1
5994,43,13.0,6000,2018,11,15,0,0,0,0,1,0,0,0,1
6000,76,13.0,40000,2018,11,16,1,0,0,0,0,1,0,0,0
6001,103,10.0,50000,2018,11,16,1,0,0,0,0,0,1,0,0
6002,164,13.0,49400,2018,11,16,1,0,0,0,0,0,1,0,0
6006,537,13.0,29900,2018,11,16,1,0,0,0,0,0,0,1,0
6009,17,13.0,30000,2018,11,16,1,0,0,0,0,0,0,0,1
6017,180,13.0,50000,2018,11,17,1,0,0,0,0,1,0,0,0
6018,473,13.0,37600,2018,11,17,1,0,0,0,0,0,1,0,0
6021,838,13.0,23600,2018,11,17,1,0,0,0,0,0,0,1,0
6023,193,13.0,46400,2018,11,19,1,0,0,0,0,0,1,0,0
6026,1535,13.0,18400,2018,11,19,1,0,0,0,0,0,0,1,0
6028,44,10.0,8000,2018,11,19,0,0,0,1,0,0,0,0,1
6029,6,13.0,20000,2018,11,19,0,0,0,1,0,0,0,0,1
6033,223,13.0,18000,2018,11,20,1,0,0,0,0,0,0,1,0
6034,43,10.0,55000,2018,11,20,0,1,0,0,0,0,1,0,0
6035,707,10.0,20000,2018,11,20,0,1,0,0,0,0,0,1,0
6038,138,10.0,44100,2018,11,21,1,0,0,0,0,0,1,0,0
6039,70,13.0,47900,2018,11,21,1,0,0,0,0,0,1,0,0
6041,389,10.0,14000,2018,11,21,1,0,0,0,0,0,0,1,0
6042,767,13.0,19700,2018,11,21,1,0,0,0,0,0,0,1,0
6048,360,13.0,41300,2018,11,22,1,0,0,0,0,0,1,0,0
6050,981,13.0,20900,2018,11,22,1,0,0,0,0,0,0,1,0
6053,50,10.0,40000,2018,11,23,1,0,0,0,0,0,1,0,0
6054,302,13.0,40500,2018,11,23,1,0,0,0,0,0,1,0,0
6057,700,10.0,14000,2018,11,23,1,0,0,0,0,0,0,1,0
6058,420,13.0,22200,2018,11,23,1,0,0,0,0,0,0,1,0
6060,37,13.0,30000,2018,11,23,1,0,0,0,0,0,0,0,1
6064,25,13.0,48200,2018,11,24,0,0,0,1,0,0,0,0,1
6065,20,13.0,50000,2018,11,26,1,0,0,0,0,0,1,0,0
6068,260,13.0,23500,2018,11,26,1,0,0,0,0,0,0,1,0
6078,1,13.0,35000,2018,11,27,0,0,0,1,0,0,0,0,1
6082,152,13.0,73200,2018,11,28,1,0,0,0,0,0,1,0,0
6083,656,13.0,37300,2018,11,28,1,0,0,0,0,0,0,1,0
6091,325,13.0,54300,2018,11,29,1,0,0,0,0,0,1,0,0
6094,906,13.0,30000,2018,11,29,1,0,0,0,0,0,0,1,0
6097,7,13.0,5000,2018,11,29,1,0,0,0,0,0,0,0,1
6105,17,13.0,60000,2018,11,30,1,0,0,0,0,1,0,0,0
6106,168,13.0,45500,2018,11,30,1,0,0,0,0,0,1,0,0
6108,1131,13.0,22800,2018,11,30,1,0,0,0,0,0,0,1,0
6109,42,13.0,28600,2018,11,30,1,0,0,0,0,0,0,0,1
6111,57,10.0,60000,2018,11,30,0,1,0,0,0,0,1,0,0
6112,330,10.0,25000,2018,11,30,0,1,0,0,0,0,0,1,0
6116,142,13.0,44800,2018,12,1,1,0,0,0,0,0,1,0,0
6117,1126,13.0,19400,2018,12,1,1,0,0,0,0,0,0,1,0
6119,371,13.0,43300,2018,12,3,1,0,0,0,0,0,1,0,0
6123,350,13.0,22600,2018,12,3,1,0,0,0,0,0,0,1,0
6130,98,13.0,46300,2018,12,4,1,0,0,0,0,1,0,0,0
6131,431,13.0,40300,2018,12,4,1,0,0,0,0,0,1,0,0
6134,1035,13.0,17600,2018,12,4,1,0,0,0,0,0,0,1,0
6140,92,10.0,55000,2018,12,5,1,0,0,0,0,0,1,0,0
6141,46,13.0,35000,2018,12,5,1,0,0,0,0,0,1,0,0
6142,500,10.0,20000,2018,12,5,1,0,0,0,0,0,0,1,0
