amount,weight,avg_price,yyyy,mm,dd,origin_부산(기장),origin_삼천포,origin_안흥,origin_제주도,origin_포항,standard_18미,standard_20미,standard_28미,standard_중
7380,8,10.0,31000,2019,7,20,0,0,1,0,0,0,0,0,1
7381,11,10.0,80000,2019,7,20,0,0,0,1,0,0,0,0,1
7383,1,10.0,35000,2019,7,23,0,0,0,1,0,0,0,0,1
7384,15,15.0,80000,2019,7,23,0,0,0,1,0,0,0,0,1
7390,18,10.0,62000,2019,7,24,0,0,0,1,0,0,0,0,1
7398,1,10.0,35000,2019,7,26,0,0,0,1,0,1,0,0,0
7407,13,10.0,10000,2019,8,7,0,0,1,0,0,0,0,0,1
7408,45,15.0,10000,2019,8,7,0,0,1,0,0,0,0,0,1
7412,4,5.0,10000,2019,8,9,0,0,1,0,0,0,1,0,0
7413,21,15.0,5000,2019,8,10,0,0,1,0,0,0,0,0,1
7416,2,15.0,35000,2019,8,16,0,0,0,1,0,0,0,0,1
7418,2,15.0,40000,2019,8,17,0,0,0,1,0,0,0,0,1
7424,18,15.0,36000,2019,8,20,0,0,0,1,0,1,0,0,0
7445,7,15.0,4000,2019,9,7,0,0,1,0,0,0,0,0,1
7451,71,15.0,27400,2019,9,16,0,0,1,0,0,0,0,0,1
7453,2,15.0,35000,2019,9,17,0,0,0,1,0,0,0,0,1
7455,1,15.0,30000,2019,10,11,0,0,0,1,0,0,0,0,1
7457,1,15.0,25000,2019,11,1,0,0,0,1,0,0,0,0,1
7459,4,15.0,22500,2019,11,5,0,0,0,1,0,0,0,0,1
7469,1,10.0,40000,2019,11,15,0,0,0,1,0,0,1,0,0
7476,6,15.0,18000,2019,11,18,0,0,0,1,0,1,0,0,0
7477,25,15.0,18000,2019,11,18,0,0,0,1,0,0,1,0,0
7485,50,15.0,50000,2019,12,7,1,0,0,0,0,0,1,0,0
7487,35,15.0,78000,2019,12,11,1,0,0,0,0,0,1,0,0
7488,35,15.0,10000,2019,12,11,0,1,0,0,0,0,0,0,1
7490,39,15.0,34000,2019,12,14,0,0,0,1,0,0,0,0,1
7496,1,15.0,40000,2019,12,18,0,0,0,1,0,0,0,0,1
7512,192,15.0,45000,2019,12,23,1,0,0,0,0,0,1,0,0
7520,5,15.0,110000,2020,1,2,1,0,0,0,0,0,1,0,0
7522,1,15.0,45000,2020,1,4,0,0,0,1,0,0,0,0,1
7530,4,15.0,40000,2020,1,7,0,0,0,1,0,0,0,0,1
7533,5,10.0,40000,2020,1,8,0,0,0,1,0,1,0,0,0
7534,6,10.0,40000,2020,1,8,0,0,0,1,0,0,1,0,0
7543,72,15.0,37500,2020,1,17,0,0,0,1,0,0,0,0,1
7545,8,15.0,50000,2020,1,21,0,0,0,1,0,0,0,0,1
7548,1,15.0,77000,2020,1,22,0,0,0,1,0,0,1,0,0
7550,1,15.0,39000,2020,1,23,0,0,0,1,0,0,0,0,1
7562,4,15.0,55000,2020,2,6,0,0,0,1,0,0,0,0,1
7569,28,15.0,74000,2020,2,12,0,0,0,1,0,0,1,0,0
7620,18,15.0,55000,2020,3,5,0,0,0,1,0,1,0,0,0
7626,4,15.0,68000,2020,3,7,0,0,0,1,0,1,0,0,0
7627,10,15.0,68000,2020,3,7,0,0,0,1,0,0,0,0,1
7632,9,20.0,70000,2020,3,9,0,0,0,1,0,1,0,0,0
7633,1,20.0,40000,2020,3,9,0,0,0,1,0,0,1,0,0
7643,14,15.0,68000,2020,3,11,0,0,0,1,0,1,0,0,0
7649,6,15.0,87000,2020,3,13,0,0,0,1,0,0,0,0,1
7656,5,15.0,87000,2020,3,14,0,0,0,1,0,0,1,0,0
7662,2,15.0,40000,2020,3,16,0,0,0,1,0,0,0,0,1
7669,1,15.0,70000,2020,3,19,0,0,0,1,0,1,0,0,0
7673,1,15.0,30000,2020,3,20,0,0,0,1,0,0,0,0,1
7677,13,15.0,80000,2020,3,21,0,1,0,0,0,1,0,0,0
7682,4,15.0,60800,2020,3,21,0,0,0,1,0,1,0,0,0
7688,2,10.0,36000,2020,3,23,0,0,0,1,0,0,1,0,0
7697,133,15.0,54100,2020,3,25,0,0,0,1,0,1,0,0,0
7698,3,15.0,34700,2020,3,25,0,0,0,1,0,0,1,0,0
7705,149,15.0,53000,2020,3,26,0,0,0,1,0,1,0,0,0
7709,1,15.0,28000,2020,3,27,0,0,0,1,0,0,1,0,0
7712,4,15.0,55000,2020,3,28,0,0,0,1,0,0,1,0,0
7715,1,15.0,26000,2020,3,31,0,0,0,1,0,1,0,0,0
7720,11,15.0,17000,2020,4,2,0,0,0,1,0,0,1,0,0
7721,3,15.0,100000,2020,4,2,0,0,0,1,0,0,0,0,1
7724,4,10.0,37000,2020,4,3,0,0,0,1,0,1,0,0,0
7725,3,15.0,27000,2020,4,3,0,0,0,1,0,0,1,0,0
7742,13,15.0,30000,2020,4,8,0,0,0,1,0,1,0,0,0
7752,2,15.0,55000,2020,4,10,0,0,0,1,0,1,0,0,0
7771,14,15.0,50000,2020,4,18,0,0,0,1,0,1,0,0,0
7772,6,15.0,38000,2020,4,18,0,0,0,1,0,0,1,0,0
7778,31,15.0,50200,2020,4,20,0,0,0,1,0,1,0,0,0
7779,5,15.0,50000,2020,4,20,0,0,0,1,0,0,1,0,0
7782,7,15.0,45000,2020,4,21,0,0,0,1,0,1,0,0,0
7783,13,15.0,45000,2020,4,21,0,0,0,1,0,0,1,0,0
7792,2,15.0,50000,2020,4,22,0,0,0,1,0,1,0,0,0
7793,6,15.0,36000,2020,4,22,0,0,0,1,0,0,1,0,0
7799,2,15.0,20000,2020,4,23,0,0,0,1,0,0,1,0,0
7805,8,15.0,30000,2020,4,24,0,0,0,1,0,1,0,0,0
7806,2,15.0,30000,2020,4,24,0,0,0,1,0,0,1,0,0
7813,1,10.0,70000,2020,4,25,0,0,0,1,0,1,0,0,0
7814,2,15.0,42000,2020,4,25,0,0,0,1,0,1,0,0,0
7815,1,15.0,42000,2020,4,25,0,0,0,1,0,0,1,0,0
7841,8,15.0,25000,2020,5,4,0,0,0,1,0,1,0,0,0
7847,1,15.0,28000,2020,5,5,0,0,0,1,0,1,0,0,0
7857,10,15.0,21200,2020,5,11,0,0,0,1,0,1,0,0,0
7880,50,10.0,42000,2020,5,18,0,0,0,1,0,0,1,0,0
7919,10,10.0,53000,2020,6,2,0,0,0,1,0,1,0,0,0
7936,5,10.0,65000,2020,6,9,0,0,0,1,0,0,1,0,0
7940,48,10.0,10000,2020,6,10,0,1,0,0,0,1,0,0,0
7951,2,10.0,30000,2020,6,11,0,0,0,1,0,1,0,0,0
7963,52,15.0,41100,2020,6,13,0,0,0,1,0,1,0,0,0
7967,11,15.0,41100,2020,6,15,0,0,0,1,0,1,0,0,0
7973,67,10.0,22000,2020,6,16,0,0,0,1,0,1,0,0,0
7982,6,10.0,40300,2020,6,17,0,0,0,1,0,0,0,0,1
8000,24,12.0,18000,2020,6,20,0,0,0,1,0,1,0,0,0
8015,6,10.0,23000,2020,6,22,0,0,0,1,0,1,0,0,0
8016,4,15.0,26500,2020,6,22,0,0,0,1,0,0,0,0,1
8020,10,10.0,40000,2020,6,23,0,0,0,1,0,0,1,0,0
8023,1,10.0,50000,2020,6,23,0,0,0,1,0,0,0,1,0
8030,18,10.0,15000,2020,6,24,0,0,0,1,0,1,0,0,0
8031,170,10.0,24500,2020,6,24,0,0,0,1,0,0,1,0,0
8040,52,15.0,22000,2020,6,25,0,0,1,0,0,0,1,0,0
8048,7,10.0,45000,2020,6,26,0,0,0,1,0,0,0,0,1
8053,26,10.0,28000,2020,6,27,0,0,0,1,0,0,1,0,0
8079,1,10.0,35000,2020,7,3,0,0,0,1,0,0,1,0,0
8087,2,10.0,20000,2020,7,4,0,0,0,1,0,1,0,0,0
8089,2,10.0,20000,2020,7,4,0,0,0,1,0,0,1,0,0
8095,4,10.0,28000,2020,7,6,0,0,0,1,0,0,1,0,0
8096,2,10.0,42000,2020,7,6,0,0,0,1,0,0,0,0,1
8111,5,5.0,20800,2020,7,8,0,0,1,0,0,0,0,0,1
8114,4,10.0,50000,2020,7,8,0,0,0,1,0,1,0,0,0
8126,12,10.0,32000,2020,7,10,0,0,0,1,0,1,0,0,0
8133,20,10.0,46600,2020,7,11,0,0,0,1,0,1,0,0,0
8134,1,10.0,43000,2020,7,11,0,0,0,1,0,0,1,0,0
8141,24,10.0,20000,2020,7,13,0,0,1,0,0,0,0,0,1
8143,23,15.0,12000,2020,7,13,0,0,0,1,0,1,0,0,0
8155,5,10.0,48000,2020,7,16,0,0,0,1,0,1,0,0,0
8163,20,10.0,48000,2020,7,17,0,0,0,1,0,1,0,0,0
8165,22,10.0,33000,2020,7,17,0,0,0,1,0,0,1,0,0
8175,6,10.0,15000,2020,7,18,0,0,0,1,0,1,0,0,0
8176,1,10.0,15000,2020,7,18,0,0,0,1,0,0,1,0,0
8182,23,10.0,50000,2020,7,20,1,0,0,0,0,0,1,0,0
8190,19,15.0,11000,2020,7,20,0,0,0,1,0,1,0,0,0
8199,1,10.0,8000,2020,7,21,0,0,0,1,0,1,0,0,0
8207,1,10.0,45000,2020,7,22,0,0,0,1,0,0,0,0,1
8214,1,10.0,15000,2020,7,23,0,0,0,1,0,1,0,0,0
8235,1,15.0,18000,2020,7,30,0,0,0,1,0,0,1,0,0
8242,10,15.0,22000,2020,8,3,1,0,0,0,0,1,0,0,0
8243,150,15.0,33000,2020,8,3,1,0,0,0,0,0,1,0,0
8252,5,10.0,20000,2020,8,4,0,0,0,1,0,1,0,0,0
8253,2,10.0,23000,2020,8,4,0,0,0,1,0,0,0,0,1
8320,19,10.0,35000,2020,8,15,0,0,1,0,0,0,1,0,0
8332,1,15.0,7000,2020,8,17,0,0,0,1,0,0,0,0,1
8350,2,10.0,12000,2020,8,19,0,0,0,1,0,0,1,0,0
8355,42,10.0,10600,2020,8,20,0,0,1,0,0,0,0,0,1
8388,40,15.0,40000,2020,8,26,1,0,0,0,0,0,1,0,0
8419,4,15.0,25000,2020,9,2,0,0,0,1,0,0,0,0,1
8448,1,15.0,40000,2020,9,7,0,0,0,1,0,0,0,0,1
8479,130,15.0,49800,2020,9,14,1,0,0,0,0,0,1,0,0
8484,1,15.0,45000,2020,9,14,0,0,0,1,0,0,0,0,1
8489,20,15.0,29000,2020,9,15,1,0,0,0,0,0,0,1,0
8498,40,15.0,42000,2020,9,17,1,0,0,0,0,0,1,0,0
8509,11,15.0,24900,2020,9,19,0,0,0,1,0,1,0,0,0
8517,5,15.0,13000,2020,9,22,0,0,0,1,0,0,1,0,0
8526,2,15.0,15000,2020,9,24,0,0,0,1,0,1,0,0,0
8562,6,15.0,60000,2020,10,9,0,0,0,1,0,1,0,0,0
8609,31,15.0,45000,2020,10,21,0,1,0,0,0,0,1,0,0
8622,32,15.0,50800,2020,10,23,1,0,0,0,0,0,1,0,0
8631,30,15.0,43000,2020,10,24,1,0,0,0,0,1,0,0,0
8644,18,15.0,40000,2020,10,28,1,0,0,0,0,0,0,1,0
8726,13,15.0,16000,2020,11,11,0,0,0,1,0,1,0,0,0
8734,11,15.0,22000,2020,11,12,0,0,0,1,0,1,0,0,0
8746,56,15.0,49000,2020,11,14,1,0,0,0,0,0,1,0,0
8752,49,15.0,40000,2020,11,17,1,0,0,0,0,0,1,0,0
8815,43,15.0,35000,2020,12,9,1,0,0,0,0,0,1,0,0
8823,38,15.0,35000,2020,12,10,1,0,0,0,0,0,1,0,0
8824,12,15.0,45000,2020,12,10,0,1,0,0,0,0,1,0,0
8834,1,15.0,28000,2020,12,12,0,0,0,1,0,1,0,0,0
8846,10,15.0,30000,2020,12,18,0,0,0,1,0,0,0,0,1
8858,4,15.0,32000,2020,12,26,0,0,0,1,0,0,1,0,0
8860,1,15.0,24000,2020,12,28,0,0,0,1,0,0,1,0,0
8871,5,13.0,80000,2021,1,2,1,0,0,0,0,1,0,0,0
8877,7,15.0,11000,2021,1,5,0,0,0,1,0,1,0,0,0
8882,45,15.0,41000,2021,1,7,1,0,0,0,0,0,0,0,1
8938,100,15.0,20000,2021,1,23,1,0,0,0,0,0,0,1,0
8998,3,15.0,25700,2021,2,10,0,0,0,1,0,0,0,0,1
9030,1,15.0,30000,2021,2,26,0,0,0,1,0,0,1,0,0
9079,100,15.0,80000,2021,3,18,1,0,0,0,0,0,1,0,0
9120,3,15.0,33000,2021,3,26,0,0,0,1,0,1,0,0,0
9131,10,15.0,25000,2021,3,29,0,0,0,1,0,1,0,0,0
9132,2,10.0,16000,2021,3,29,0,0,0,1,0,0,0,0,1
9143,5,15.0,33000,2021,3,30,0,0,0,1,0,0,0,0,1
9164,1,10.0,37000,2021,4,2,0,0,0,1,0,1,0,0,0
9165,1,10.0,37000,2021,4,2,0,0,0,1,0,0,1,0,0
9225,1,15.0,20000,2021,4,24,0,0,0,1,0,0,1,0,0
9235,1,15.0,15000,2021,4,28,0,0,0,1,0,0,1,0,0
9254,50,10.0,21100,2021,5,6,1,0,0,0,0,0,1,0,0
9255,5,15.0,7000,2021,5,6,0,0,0,1,0,0,1,0,0
9270,45,15.0,50000,2021,5,12,0,0,0,1,0,0,0,0,1
9287,42,15.0,50000,2021,5,19,0,0,0,1,0,0,0,0,1
9295,49,15.0,51000,2021,5,24,0,0,0,1,0,1,0,0,0
9302,25,15.0,50000,2021,5,26,0,0,0,1,0,0,0,0,1
9323,1,12.0,15000,2021,6,4,0,0,0,1,0,0,0,0,1
9329,6,15.0,35000,2021,6,8,0,0,0,1,0,0,1,0,0
9372,23,15.0,17000,2021,6,22,0,0,0,1,0,0,0,1,0
9381,3,15.0,80000,2021,6,24,0,0,0,1,0,1,0,0,0
9412,14,15.0,60000,2021,7,2,0,0,0,1,0,0,0,1,0
9417,12,20.0,44200,2021,7,3,0,0,0,1,0,0,0,0,1
9424,3,15.0,18000,2021,7,5,0,0,0,1,0,1,0,0,0
9425,41,15.0,17000,2021,7,5,0,0,0,1,0,0,1,0,0
9426,30,15.0,20000,2021,7,5,0,0,0,1,0,0,0,0,1
9428,4,15.0,36000,2021,7,6,0,0,0,1,0,1,0,0,0
9436,1,15.0,22000,2021,7,7,0,0,0,1,0,1,0,0,0
9445,7,15.0,35000,2021,7,8,0,0,0,1,0,0,1,0,0
9455,1,15.0,20000,2021,7,10,0,0,0,1,0,0,0,0,1
9460,5,15.0,22000,2021,7,12,0,1,0,0,0,0,0,1,0
9466,14,15.0,20000,2021,7,12,0,0,0,1,0,0,1,0,0
9468,1,10.0,15000,2021,7,12,0,0,0,1,0,0,0,0,1
9475,38,15.0,31100,2021,7,13,0,0,0,1,0,0,0,0,1
9481,11,15.0,48200,2021,7,14,0,0,0,1,0,1,0,0,0
9483,1,10.0,10000,2021,7,14,0,0,0,1,0,0,0,0,1
9486,40,15.0,25000,2021,7,15,1,0,0,0,0,0,0,1,0
9493,48,15.0,50000,2021,7,16,0,0,0,1,0,0,0,0,1
9495,40,15.0,23000,2021,7,17,1,0,0,0,0,0,0,1,0
9496,2,10.0,19000,2021,7,17,0,0,0,1,0,0,1,0,0
9497,11,15.0,49100,2021,7,17,0,0,0,1,0,0,1,0,0
9501,8,15.0,28500,2021,7,19,0,0,0,1,0,0,1,0,0
9506,42,15.0,25100,2021,7,20,1,0,0,0,0,0,0,1,0
9509,40,15.0,22300,2021,7,21,1,0,0,0,0,0,0,1,0
9510,9,15.0,40000,2021,7,21,0,0,0,1,0,0,1,0,0
9522,9,15.0,26700,2021,7,24,0,0,1,0,0,0,0,0,1
9527,4,10.0,28000,2021,7,26,0,0,1,0,0,0,0,0,1
9531,5,15.0,24000,2021,7,27,0,0,1,0,0,0,0,0,1
9540,23,15.0,50800,2021,7,29,0,0,0,1,0,0,0,0,1
9543,13,15.0,45200,2021,7,30,0,0,0,1,0,0,0,0,1
9546,40,15.0,38000,2021,8,2,1,0,0,0,0,0,1,0,0
9548,76,15.0,43000,2021,8,2,0,1,0,0,0,1,0,0,0
9550,1,15.0,2000,2021,8,2,0,0,0,1,0,0,0,0,1
9556,32,15.0,43000,2021,8,4,1,0,0,0,0,0,1,0,0
9558,75,15.0,27000,2021,8,4,1,0,0,0,0,0,0,1,0
9561,40,15.0,52600,2021,8,5,1,0,0,0,0,1,0,0,0
9565,17,15.0,53000,2021,8,6,1,0,0,0,0,1,0,0,0
9566,50,15.0,37800,2021,8,6,1,0,0,0,0,0,1,0,0
9572,40,15.0,45000,2021,8,7,1,0,0,0,0,0,1,0,0
9581,125,15.0,41700,2021,8,9,0,1,0,0,0,1,0,0,0
9587,257,15.0,32400,2021,8,10,0,1,0,0,0,1,0,0,0
9594,60,15.0,52000,2021,8,12,0,1,0,0,0,1,0,0,0
9598,45,15.0,85000,2021,8,13,0,1,0,0,0,1,0,0,0
9599,100,15.0,52900,2021,8,13,0,1,0,0,0,0,0,1,0
9604,20,15.0,95000,2021,8,14,0,1,0,0,0,1,0,0,0
9607,70,15.0,65000,2021,8,16,0,1,0,0,0,0,0,1,0
9608,100,15.0,69000,2021,8,17,1,0,0,0,0,0,1,0,0
9610,80,15.0,63600,2021,8,18,1,0,0,0,0,1,0,0,0
9611,52,15.0,44800,2021,8,18,1,0,0,0,0,0,1,0,0
9616,60,15.0,51500,2021,8,19,1,0,0,0,0,1,0,0,0
9617,46,15.0,40000,2021,8,19,1,0,0,0,0,0,1,0,0
9620,1,15.0,50000,2021,8,19,0,1,0,0,0,0,1,0,0
9624,39,15.0,50000,2021,8,20,1,0,0,0,0,1,0,0,0
9625,203,15.0,38700,2021,8,20,1,0,0,0,0,0,1,0,0
9626,29,15.0,58300,2021,8,21,1,0,0,0,0,1,0,0,0
9628,14,15.0,45000,2021,8,21,0,0,0,1,0,0,1,0,0
9629,26,15.0,73700,2021,8,23,1,0,0,0,0,0,1,0,0
9635,40,15.0,74000,2021,8,24,1,0,0,0,0,1,0,0,0
9636,26,15.0,55000,2021,8,24,1,0,0,0,0,0,0,1,0
9637,10,15.0,65000,2021,8,24,0,0,0,1,0,0,1,0,0
9640,50,15.0,75000,2021,8,25,1,0,0,0,0,1,0,0,0
9643,1,15.0,30000,2021,8,25,0,0,0,1,0,1,0,0,0
9644,5,15.0,30000,2021,8,25,0,0,0,1,0,0,0,0,1
9651,20,15.0,94500,2021,8,28,1,0,0,0,0,1,0,0,0
9657,100,15.0,50000,2021,8,30,1,0,0,0,0,1,0,0,0
9658,100,15.0,41300,2021,8,30,1,0,0,0,0,0,1,0,0
9660,50,15.0,38000,2021,8,30,1,0,0,0,0,0,0,1,0
9661,100,15.0,41500,2021,8,31,1,0,0,0,0,1,0,0,0
9662,50,15.0,38000,2021,8,31,1,0,0,0,0,0,1,0,0
9666,2,10.0,10000,2021,8,31,0,1,0,0,0,0,0,0,1
9674,50,15.0,35000,2021,9,3,1,0,0,0,0,0,1,0,0
9676,50,15.0,35000,2021,9,4,1,0,0,0,0,0,1,0,0
9677,7,15.0,15000,2021,9,4,0,0,0,1,0,0,0,0,1
9678,58,15.0,40000,2021,9,6,1,0,0,0,0,0,1,0,0
9685,107,15.0,45000,2021,9,8,1,0,0,0,0,0,1,0,0
9692,80,15.0,38800,2021,9,10,1,0,0,0,0,0,1,0,0
9695,40,15.0,33000,2021,9,11,1,0,0,0,0,0,1,0,0
9698,90,15.0,37100,2021,9,13,1,0,0,0,0,0,1,0,0
9700,38,15.0,33000,2021,9,14,1,0,0,0,0,0,1,0,0
9701,14,10.0,3000,2021,9,14,0,1,0,0,0,0,0,0,1
9704,117,15.0,35600,2021,9,15,1,0,0,0,0,0,1,0,0
9706,5,15.0,11000,2021,9,15,0,0,0,1,0,1,0,0,0
9707,53,15.0,33000,2021,9,16,1,0,0,0,0,0,1,0,0
9715,118,15.0,39300,2021,9,28,1,0,0,0,0,0,1,0,0
9716,50,15.0,25000,2021,9,28,1,0,0,0,0,0,0,1,0
9717,80,15.0,29500,2021,9,29,1,0,0,0,0,1,0,0,0
9718,110,15.0,30100,2021,9,29,1,0,0,0,0,0,1,0,0
9722,34,10.0,33800,2021,9,30,1,0,0,0,0,0,1,0,0
9723,27,15.0,30600,2021,9,30,1,0,0,0,0,0,0,0,1
9724,76,15.0,32300,2021,10,2,1,0,0,0,0,0,1,0,0
9726,46,15.0,28200,2021,10,2,1,0,0,0,0,0,0,0,1
9727,51,15.0,34300,2021,10,4,1,0,0,0,0,1,0,0,0
9733,30,15.0,25000,2021,10,6,1,0,0,0,0,0,1,0,0
9734,12,15.0,27000,2021,10,6,0,1,0,0,0,1,0,0,0
9735,2,15.0,27000,2021,10,6,0,1,0,0,0,0,1,0,0
9741,78,15.0,27500,2021,10,7,1,0,0,0,0,0,1,0,0
9747,100,15.0,27000,2021,10,9,1,0,0,0,0,0,1,0,0
9752,32,15.0,45000,2021,10,14,1,0,0,0,0,0,1,0,0
9754,27,15.0,65000,2021,10,18,1,0,0,0,0,0,1,0,0
9757,47,10.0,5000,2021,10,18,0,1,0,0,0,0,0,0,1
9764,30,15.0,18000,2021,10,21,0,0,0,1,0,0,1,0,0
9768,78,15.0,49600,2021,10,27,1,0,0,0,0,0,1,0,0
9772,51,15.0,36500,2021,10,28,1,0,0,0,0,0,1,0,0
9775,88,15.0,33000,2021,10,29,1,0,0,0,0,0,1,0,0
9783,90,15.0,33900,2021,11,1,1,0,0,0,0,0,1,0,0
9787,95,15.0,35100,2021,11,3,1,0,0,0,0,0,1,0,0
9791,73,15.0,38200,2021,11,4,1,0,0,0,0,0,1,0,0
9800,30,15.0,50000,2021,11,8,1,0,0,0,0,1,0,0,0
9801,76,15.0,40700,2021,11,8,1,0,0,0,0,0,1,0,0
9803,90,15.0,24400,2021,11,9,1,0,0,0,0,0,1,0,0
9804,4,15.0,3000,2021,11,9,0,0,1,0,0,0,0,0,1
9809,30,15.0,33700,2021,11,10,1,0,0,0,0,1,0,0,0
9810,39,15.0,35000,2021,11,10,1,0,0,0,0,0,1,0,0
9817,20,15.0,30000,2021,11,12,1,0,0,0,0,0,1,0,0
9823,25,15.0,51600,2021,11,18,1,0,0,0,0,0,1,0,0
9826,50,15.0,38100,2021,11,19,1,0,0,0,0,1,0,0,0
9828,1,15.0,18000,2021,11,19,0,0,0,1,0,0,1,0,0
9842,4,15.0,20000,2021,11,30,0,0,0,1,0,0,0,0,1
9846,10,15.0,12000,2021,12,2,0,0,0,1,0,0,0,0,1
9849,4,15.0,55000,2021,12,4,0,0,0,1,0,1,0,0,0
9855,28,15.0,45500,2021,12,7,0,1,0,0,0,0,1,0,0
9859,30,15.0,37000,2021,12,8,1,0,0,0,0,0,1,0,0
9863,44,15.0,41000,2021,12,11,1,0,0,0,0,0,1,0,0
9873,54,15.0,40300,2021,12,15,1,0,0,0,0,0,1,0,0
9875,19,15.0,40000,2021,12,18,1,0,0,0,0,0,1,0,0
9884,2,15.0,38000,2021,12,23,0,0,0,1,0,0,0,0,1
9887,3,15.0,16000,2021,12,28,0,0,0,1,0,0,1,0,0
9893,2,10.0,5000,2021,12,31,0,1,0,0,0,0,0,0,1
1,6,8.0,60000,2022,1,3,0,1,0,0,0,0,0,0,1
4,30,10.0,31000,2022,1,5,1,0,0,0,0,0,1,0,0
25,27,15.0,30200,2022,1,18,1,0,0,0,0,1,0,0,0
33,28,15.0,65000,2022,1,21,1,0,0,0,0,0,1,0,0
36,40,15.0,55000,2022,1,24,1,0,0,0,0,0,1,0,0
49,50,15.0,30000,2022,1,28,1,0,0,0,0,0,0,1,0
68,40,15.0,70500,2022,2,9,1,0,0,0,0,0,1,0,0
74,40,15.0,61500,2022,2,10,1,0,0,0,0,0,1,0,0
78,1,15.0,52000,2022,2,10,0,0,0,1,0,0,1,0,0
83,1,10.0,22000,2022,2,11,0,0,0,1,0,1,0,0,0
90,18,9.0,36300,2022,2,12,0,0,0,1,0,0,0,0,1
96,6,10.0,29000,2022,2,14,0,0,0,1,0,1,0,0,0
97,2,10.0,55000,2022,2,14,0,0,0,1,0,0,1,0,0
101,1,10.0,18000,2022,2,14,0,0,0,1,0,0,0,0,1
105,50,15.0,37200,2022,2,15,1,0,0,0,0,0,1,0,0
108,39,15.0,26000,2022,2,15,0,0,0,1,0,0,0,0,1
111,43,15.0,35000,2022,2,16,1,0,0,0,0,1,0,0,0
112,38,15.0,30000,2022,2,16,1,0,0,0,0,0,1,0,0
115,24,15.0,19800,2022,2,16,0,0,0,1,0,0,0,0,1
126,1,10.0,24000,2022,2,22,0,0,0,1,0,0,1,0,0
135,1,15.0,25000,2022,2,24,1,0,0,0,0,1,0,0,0
136,30,15.0,77300,2022,2,24,1,0,0,0,0,0,1,0,0
147,5,8.0,22000,2022,2,26,0,0,0,1,0,0,1,0,0
154,8,10.0,13000,2022,3,1,0,0,0,1,0,1,0,0,0
155,2,10.0,13000,2022,3,1,0,0,0,1,0,0,0,0,1
158,9,10.0,55000,2022,3,2,0,0,0,1,0,1,0,0,0
159,13,10.0,55000,2022,3,2,0,0,0,1,0,0,1,0,0
161,35,15.0,66600,2022,3,4,1,0,0,0,0,0,1,0,0
169,72,15.0,38900,2022,3,8,1,0,0,0,0,0,1,0,0
170,30,15.0,18000,2022,3,8,1,0,0,0,0,0,0,1,0
179,52,15.0,36200,2022,3,9,1,0,0,0,0,0,1,0,0
181,88,15.0,60000,2022,3,11,1,0,0,0,0,0,1,0,0
242,8,13.0,15000,2022,4,9,0,0,0,1,0,0,1,0,0
243,1,13.0,7000,2022,4,9,0,0,0,1,0,0,0,1,0
291,6,15.0,67500,2022,4,26,0,0,0,1,0,0,1,0,0
385,29,13.0,33000,2022,5,28,0,0,0,1,0,0,1,0,0
425,21,8.0,26600,2022,6,11,0,0,0,1,0,0,1,0,0
426,3,10.0,45000,2022,6,13,0,0,0,1,0,1,0,0,0
439,3,15.0,43000,2022,6,18,0,0,0,1,0,1,0,0,0
443,150,15.0,45700,2022,6,20,1,0,0,0,0,1,0,0,0
458,40,15.0,38000,2022,6,23,1,0,0,0,0,1,0,0,0
459,30,15.0,33000,2022,6,23,1,0,0,0,0,0,1,0,0
472,9,10.0,17000,2022,6,27,0,0,1,0,0,0,1,0,0
490,5,10.0,15000,2022,7,2,0,1,0,0,0,0,0,0,1
